Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:ke	GVF:s	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	DATALINK_REPORT:downlink_ovrn	DATALINK_REPORT:uplink_rate	DATALINK_REPORT:downlink_rate	DATALINK_REPORT:downlink_nb_msgs	DATALINK_REPORT:uplink_nb_msgs	DATALINK_REPORT:uplink_lost_time	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_block	GPS:speed	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
149.374	09:48:1.374	37.298704872	-3.682836605	0.8	1	-0.797586	-0.215885	0.023611	0.007437	0.393716	0.393716	0	0	544	2492	28	3	0	13	181.1	178.2	32.	4	1223	0.218111	0.64489	0.532752
149.624	09:48:1.624	37.298720807	-3.682808767	0.8	1	-0.808706	-0.21868	0.024177	0.008923	0.461346	0.461346	0	0	571	2680	30	3	0	13	181.1	178.2	32.	4	1203	0.228896	0.811287	0.476594
149.874	09:48:1.874	37.298734318	-3.682779102	0.8	1	-0.813248	-0.21976	0.024772	0.010584	0.534073	0.534073	0	0	571	2680	30	3	0	13	181.1	178.2	32.	4	1203	0.228896	0.811287	0.476594
150.124	09:48:2.124	37.298745315	-3.682747947	0.8	1	-0.816395	-0.219152	0.025314	0.01219	0.601958	0.601958	0	0	571	2680	30	3	0	13	181.1	178.2	32.	4	1208	0.225362	1.049291	0.495892
150.374	09:48:2.374	37.298753705	-3.682715415	0.8	1	-0.814498	-0.214949	0.025876	0.013952	0.673983	0.673983	0	0	571	2680	30	3	1	14	188.2	183.2	42.8	4	1208	0.225362	1.049291	0.495892
150.624	09:48:2.624	37.298759757	-3.682681846	0.8	1	-0.811814	-0.211893	0.026428	0.015773	0.746046	0.746046	0	0	571	2680	30	3	1	14	188.2	183.2	42.8	4	1226	0.189577	1.270898	0.485048
150.874	09:48:2.874	37.298763291	-3.682647465	0.8	1	-0.80439	-0.204896	0.026927	0.017506	0.812642	0.812642	0	0	571	2680	30	3	1	14	188.2	183.2	42.8	4	1231	0.189577	1.270898	0.485048
151.124	09:48:3.124	37.298763853	-3.682612492	0.8	1	-0.794825	-0.198687	0.027436	0.019354	0.881791	0.881791	0	0	571	2680	30	3	1	14	188.2	183.2	42.8	4	1258	0.188945	1.518536	0.566769
151.374	09:48:3.374	37.298760633	-3.682576922	0.8	1	-0.778499	-0.190422	0.027861	0.020964	0.940564	0.940564	0	0	571	2680	30	3	3	15	192.1	184.	55.	4	1285	0.188945	1.518536	0.566769
151.624	09:48:3.624	37.298753538	-3.682541203	0.8	1	-0.759646	-0.182601	0.028268	0.022564	0.997765	0.997765	0	0	571	2680	30	3	3	15	192.1	184.	55.	4	1325	0.162386	1.806856	0.579877
151.874	09:48:3.874	37.298742746	-3.682505677	0.8	1	-0.739914	-0.175578	0.028631	0.024035	1.049349	1.049349	0	0	571	2680	30	3	3	15	192.1	184.	55.	4	1373	0.162386	1.806856	0.579877
152.124	09:48:4.124	37.298728254	-3.682470907	0.8	1	-0.711446	-0.165286	0.028951	0.025371	1.095422	1.095422	0	0	571	2680	30	3	3	15	192.1	184.	55.	4	1414	0.169686	2.056049	0.565205
152.374	09:48:4.374	37.298709607	-3.682437566	0.8	1	-0.675925	-0.154817	0.02919	0.026391	1.130136	1.130136	0	0	571	2680	30	3	4	16	190.6	178.2	67.4	4	1472	0.169686	2.056049	0.565205
152.624	09:48:4.624	37.298687073	-3.682406334	0.8	1	-0.635713	-0.141917	0.029409	0.027342	1.162171	1.162171	0	0	571	2680	30	3	4	16	190.6	178.2	67.4	4	1516	0.166836	2.350601	0.534851
152.874	09:48:4.874	37.298661006	-3.682378004	0.8	1	-0.589608	-0.128591	0.029492	0.027711	1.174492	1.174492	0	0	571	2680	30	3	4	16	190.6	178.2	67.4	4	1558	0.166836	2.350601	0.534851
153.124	09:48:5.124	37.298631315	-3.682352913	0.8	1	-0.542266	-0.115624	0.029555	0.027986	1.183676	1.183676	0	0	571	2680	30	3	4	16	190.6	178.2	67.4	4	1612	0.188916	2.572113	0.558936
153.374	09:48:5.374	37.298599171	-3.682331185	0.8	1	-0.507925	-0.105786	0.029559	0.028006	1.184336	1.184336	0	0	571	2680	30	3	5	17	182.9	166.	76.7	4	1636	0.188916	2.572113	0.558936
153.624	09:48:5.624	37.298564661	-3.682313271	0.8	1	-0.446927	-0.088691	0.029496	0.027725	1.174982	1.174982	0	0	571	2680	30	3	5	17	182.9	166.	76.7	4	1673	0.209591	2.780237	0.53557
153.874	09:48:5.874	37.298527961	-3.682299964	0.8	1	-0.388499	-0.073136	0.029345	0.027063	1.152815	1.152815	0	0	571	2680	30	3	5	17	182.9	166.	76.7	4	1711	0.209591	2.780237	0.53557
154.124	09:48:6.124	37.298489523	-3.682291155	0.8	1	-0.331744	-0.058403	0.029145	0.026197	1.123579	1.123579	0	0	571	2680	30	3	5	17	182.9	166.	76.7	4	1755	0.18071	3.042715	0.555126
154.374	09:48:6.374	37.298450243	-3.682287754	0.8	1	-0.24154	-0.032635	0.028864	0.025004	1.082825	1.082825	0	0	571	2680	30	3	6	18	169.5	149.2	80.4	4	1751	0.18071	3.042715	0.555126
154.624	09:48:6.624	37.298410841	-3.682289767	0.8	1	-0.177065	-0.015488	0.028553	0.023715	1.038212	1.038212	0	0	571	2680	30	3	6	18	169.5	149.2	80.4	4	1766	0.237991	-2.968786	0.536128
154.874	09:48:6.874	37.298371864	-3.682296185	0.8	1	-0.089108	0.008322	0.028142	0.022061	0.979903	0.979903	0	0	1219	2825	31	3	6	18	169.5	149.2	80.4	4	1749	0.237991	-2.968786	0.536128
155.124	09:48:7.124	37.298333762	-3.682307237	0.8	1	-0.034986	0.020929	0.027702	0.020355	0.918503	0.918503	0	0	1219	2825	31	3	6	18	169.5	149.2	80.4	4	1726	0.175375	-2.86032	0.224198
155.374	09:48:7.374	37.298296367	-3.682320777	0.8	1	-0.004672	0.026047	0.027253	0.018682	0.856874	0.856874	0	0	1219	2825	31	3	7	19	153.4	132.5	77.4	4	1746	0.175375	-2.86032	0.224198
155.624	09:48:7.624	37.298258604	-3.682335555	0.8	1	0.013176	0.026646	0.026788	0.017014	0.793951	0.793951	0	0	1219	2825	31	3	7	19	153.4	132.5	77.4	4	1771	-0.00994	-2.86746	0.041043
155.874	09:48:7.874	37.298220655	-3.682351347	0.8	1	0.023218	0.024215	0.026326	0.015428	0.732583	0.732583	0	0	1219	2825	31	3	7	19	153.4	132.5	77.4	4	1803	-0.00994	-2.86746	0.041043
156.124	09:48:8.124	37.298182247	-3.682368488	0.8	1	0.040349	0.023387	0.025853	0.013877	0.670961	0.670961	0	0	1219	2825	31	3	7	19	153.4	132.5	77.4	4	1826	0.008088	-2.862568	0.295132
156.374	09:48:8.374	37.298143468	-3.682387545	0.8	1	0.077411	0.029901	0.025403	0.012463	0.613264	0.613264	0	0	1219	2825	31	3	9	20	135.8	115.5	71.4	4	1886	0.008088	-2.862568	0.295132
156.624	09:48:8.624	37.298104496	-3.682408856	0.8	1	0.101421	0.030333	0.024913	0.010995	0.551663	0.551663	0	0	1219	2825	31	3	9	20	135.8	115.5	71.4	4	1912	-0.027404	-2.722128	0.276216
156.874	09:48:8.874	37.298065509	-3.682432649	0.8	1	0.145517	0.037736	0.024402	0.009539	0.488643	0.488643	0	0	1219	2825	31	3	9	20	135.8	115.5	71.4	4	1960	-0.027404	-2.722128	0.276216
157.124	09:48:9.124	37.298026685	-3.682459490	0.8	1	0.184291	0.04226	0.023876	0.00812	0.425103	0.425103	0	0	1219	2825	31	3	9	20	135.8	115.5	71.4	4	1988	0.010672	-2.631396	0.253873
157.374	09:48:9.374	37.297988119	-3.682488478	0.8	1	0.202705	0.038089	0.023336	0.006748	0.361472	0.361472	0	0	1219	2825	31	3	10	21	116.3	98.2	62.3	4	2027	0.010672	-2.631396	0.253873
157.624	09:48:9.624	37.297949901	-3.682519725	0.8	1	0.234763	0.038297	0.022786	0.005433	0.298053	0.298053	0	0	1219	2825	31	3	10	21	116.3	98.2	62.3	4	2044	0.00547	-2.521233	0.256055
157.874	09:48:9.874	37.297912298	-3.682553572	0.8	1	0.256448	0.033635	0.022226	0.004178	0.234976	0.234976	0	0	1219	2825	31	3	10	21	116.3	98.2	62.3	4	2077	0.00547	-2.521233	0.256055
158.124	09:48:10.124	37.297912298	-3.682553572	0.8	1	0.278448	0.028251	0.021652	0.00298	0.172027	0.172027	0	0	1219	2825	31	3	10	21	116.3	98.2	62.3	4	2077	0.024575	-2.435241	0.093793
158.374	09:48:10.374	37.297838408	-3.682627710	0.8	1	0.27969	0.013627	0.021088	0.001886	0.111785	0.111785	0	0	1219	2825	31	3	11	22	95.7	81.8	49.8	4	2141	0.024575	-2.435241	0.093793
158.624	09:48:10.624	37.297838408	-3.682627710	0.8	1	0.245258	-0.016115	0.02055	0.000917	0.05576	0.05576	0	0	1219	2825	31	3	11	22	95.7	81.8	49.8	4	2141	-0.166864	-2.541317	-0.432297
158.874	09:48:10.874	37.297766219	-3.682703894	0.8	1	0.230816	-0.035066	0.020065	0.000105	0.006516	0.006516	0	0	1219	2825	31	3	11	22	95.7	81.8	49.8	4	2033	-0.166864	-2.541317	-0.432297
159.124	09:48:11.124	37.297766219	-3.682703894	0.8	1	0.127268	-0.089328	0.01966	-0.00053	-0.03372	-0.03372	0	0	1219	2825	31	3	11	22	95.7	81.8	49.8	4	2033	-0.05043	-2.616832	-0.480174
159.374	09:48:11.374	37.297730047	-3.682739786	0.8	1	-0.002516	-0.149909	0.019364	-0.000969	-0.062558	-0.062558	0	0	1219	2825	31	3	12	23	75.2	65.5	36.9	4	2074	-0.05043	-2.616832	-0.480174
159.624	09:48:11.624	37.297690919	-3.682772378	0.8	1	-0.090239	-0.18856	0.019197	-0.001209	-0.078694	-0.078694	0	0	1219	2825	31	3	12	23	75.2	65.5	36.9	4	2117	-0.093075	-2.570676	-0.008957
159.874	09:48:11.874	37.297606933	-3.682830967	0.8	1	-0.134243	-0.207325	0.019101	-0.001343	-0.087867	-0.087867	0	0	1219	2971	32	3	12	23	75.2	65.5	36.9	4	2145	-0.093075	-2.570676	-0.008957
160.124	09:48:12.124	37.297564758	-3.682860485	0.8	1	-0.165302	-0.218504	0.019073	-0.001382	-0.090596	-0.090596	0	0	1219	2971	32	3	12	23	75.2	65.5	36.9	4	2135	-0.105859	-2.540356	0.265079
160.374	09:48:12.374	37.297523656	-3.682891706	0.8	1	-0.178468	-0.224479	0.019047	-0.001417	-0.093005	-0.093005	0	0	1219	2971	32	3	13	24	53.8	47.	26.2	4	2146	-0.105859	-2.540356	0.265079
160.624	09:48:12.624	37.297523656	-3.682891706	0.8	1	-0.18006	-0.226108	0.019045	-0.00142	-0.093178	-0.093178	0	0	1219	2971	32	3	13	24	53.8	47.	26.2	4	2146	-0.059652	-2.485751	0.369945
160.874	09:48:12.874	37.297483529	-3.682925530	0.8	1	-0.183292	-0.228206	0.019035	-0.001434	-0.094166	-0.094166	0	0	1219	2971	32	3	13	24	53.8	47.	26.2	4	2161	-0.059652	-2.485751	0.369945
161.124	09:48:13.124	37.297444829	-3.682962188	0.8	1	-0.193483	-0.232394	0.019015	-0.001462	-0.096114	-0.096114	0	0	1219	2971	32	3	13	24	53.8	47.	26.2	4	2171	-0.041403	-2.39515	0.370461
161.374	09:48:13.374	37.297407465	-3.683001453	0.8	1	-0.199606	-0.234721	0.019032	-0.001438	-0.094465	-0.094465	0	0	1219	2971	32	3	15	25	32.8	30.2	12.6	4	2173	-0.041403	-2.39515	0.370461
161.624	09:48:13.624	37.297371622	-3.683042875	0.8	1	-0.206085	-0.237496	0.019045	-0.00142	-0.093233	-0.093233	0	0	1219	2971	32	3	15	25	32.8	30.2	12.6	4	2181	-0.026136	-2.273585	0.402282
161.874	09:48:13.874	37.297337387	-3.683086682	0.8	1	-0.21828	-0.240691	0.019057	-0.001404	-0.092101	-0.092101	0	0	1219	2971	32	3	15	25	32.8	30.2	12.6	4	2192	-0.026136	-2.273585	0.402282
162.124	09:48:14.124	37.297304943	-3.683132535	0.8	1	-0.229444	-0.24331	0.019115	-0.001323	-0.086538	-0.086538	0	0	1219	2971	32	3	15	25	32.8	30.2	12.6	4	2181	-0.029885	-2.182869	0.437885
162.374	09:48:14.374	37.297274291	-3.683180210	0.8	1	-0.225153	-0.242169	0.019128	-0.001306	-0.08533	-0.08533	0	0	1219	2971	32	3	16	26	17.	16.5	-4.	4	2182	-0.029885	-2.182869	0.437885
162.624	09:48:14.624	37.297245700	-3.683230047	0.8	1	-0.234397	-0.243482	0.019223	-0.001171	-0.076166	-0.076166	0	0	1219	2971	32	3	16	26	17.	16.5	-4.	4	2191	-0.013936	-2.072133	0.478113
162.874	09:48:14.874	37.297219350	-3.683282049	0.8	1	-0.229043	-0.240818	0.019239	-0.00115	-0.074693	-0.074693	0	0	1219	2971	32	3	16	26	17.	16.5	-4.	4	2195	-0.013936	-2.072133	0.478113
163.124	09:48:15.124	37.297195423	-3.683335877	0.8	1	-0.229529	-0.240301	0.019256	-0.001125	-0.072996	-0.072996	0	0	1219	2971	32	3	16	26	17.	16.5	-4.	4	2189	-0.018542	-1.942575	0.494302
163.374	09:48:15.374	37.297174011	-3.683391195	0.8	1	-0.234765	-0.24227	0.019234	-0.001156	-0.075122	-0.075122	0	0	1219	2971	32	3	17	27	24.4	6.8	-23.4	4	2185	-0.018542	-1.942575	0.494302
163.624	09:48:15.624	37.297138557	-3.683505620	0.8	1	-0.23108	-0.239467	0.019314	-0.001042	-0.067412	-0.067412	0	0	1219	2971	32	3	17	27	24.4	6.8	-23.4	4	2184	0.011779	-1.898935	0.461038
163.874	09:48:15.874	37.297138557	-3.683505620	0.8	1	-0.231374	-0.23533	0.019405	-0.000911	-0.058654	-0.058654	0	0	1219	2971	32	3	17	27	24.4	6.8	-23.4	4	2185	0.011779	-1.898935	0.461038
164.124	09:48:16.124	37.297125058	-3.683564281	0.8	1	-0.244835	-0.241051	0.019357	-0.00098	-0.063304	-0.063304	0	0	1219	2971	32	3	17	27	24.4	6.8	-23.4	4	2154	0.003306	-1.740116	0.478164
164.374	09:48:16.374	37.297104815	-3.683682568	0.8	1	-0.24176	-0.238531	0.019416	-0.000894	-0.057571	-0.057571	0	0	1219	2971	32	3	18	28	44.3	1.2	-44.3	4	2152	0.003306	-1.740116	0.478164
164.624	09:48:16.624	37.297098972	-3.683742314	0.8	1	-0.232524	-0.232418	0.019484	-0.000794	-0.050931	-0.050931	0	0	1219	2971	32	3	18	28	44.3	1.2	-44.3	4	2133	0.005929	-1.622047	0.480245
164.874	09:48:16.874	37.297095923	-3.683801859	0.8	1	-0.232779	-0.230891	0.01951	-0.000755	-0.04838	-0.04838	0	0	1219	2971	32	3	18	28	44.3	1.2	-44.3	4	2119	0.005929	-1.622047	0.480245
165.124	09:48:17.124	37.297095923	-3.683801859	0.8	1	-0.222575	-0.22448	0.019543	-0.000706	-0.045158	-0.045158	0	0	1213	3114	33	3	18	28	44.3	1.2	-44.3	4	2120	0.01279	-1.505262	0.445931
165.374	09:48:17.374	37.297098401	-3.683919110	0.8	1	-0.211722	-0.217577	0.019581	-0.00065	-0.041499	-0.041499	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	2057	0.01279	-1.505262	0.445931
165.624	09:48:17.624	37.297103207	-3.683976583	0.8	1	-0.229963	-0.223618	0.01957	-0.000665	-0.042489	-0.042489	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	2051	-0.037061	-1.4544	0.419671
165.874	09:48:17.874	37.297109639	-3.684033281	0.8	1	-0.244839	-0.224542	0.019663	-0.000526	-0.033445	-0.033445	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	2022	-0.037061	-1.4544	0.419671
166.124	09:48:18.124	37.297109639	-3.684033281	0.8	1	-0.244839	-0.224542	0.019663	-0.000526	-0.033445	-0.033445	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	2023	-0.046499	-1.360588	0.444878
166.374	09:48:18.374	37.297109639	-3.684033281	0.8	1	-0.244839	-0.224542	0.019663	-0.000526	-0.033445	-0.033445	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	2023	-0.046499	-1.360588	0.444878
166.624	09:48:18.624	37.297142498	-3.684196390	0.8	1	-0.225441	-0.213142	0.019721	-0.000437	-0.027717	-0.027717	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	1973	-0.043127	-1.254846	0.435848
166.874	09:48:18.874	37.297157792	-3.684248317	0.8	1	-0.226799	-0.211189	0.019796	-0.000321	-0.02027	-0.02027	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	1962	-0.043127	-1.254846	0.435848
167.124	09:48:19.124	37.297157792	-3.684248317	0.8	1	-0.220519	-0.20615	0.019813	-0.000295	-0.018643	-0.018643	0	0	1213	3114	33	3	19	29	65.3	0.5	-65.2	4	1962	-0.043127	-1.254846	0.435848
167.374	09:48:19.374	37.297193906	-3.684347256	0.8	1	-0.215322	-0.204389	0.019821	-0.000283	-0.017818	-0.017818	0	0	1213	3114	33	3	22	31	103.8	11.5	-103.1	4	1928	-0.045342	-1.130338	0.427284
167.624	09:48:19.624	37.297214906	-3.684394383	0.8	1	-0.212909	-0.201559	0.01986	-0.000221	-0.013917	-0.013917	0	0	1213	3114	33	3	22	31	103.8	11.5	-103.1	4	1912	-0.045342	-1.130338	0.427284
167.874	09:48:19.874	37.297237448	-3.684439831	0.8	1	-0.218834	-0.201191	0.019886	-0.000182	-0.011412	-0.011412	0	0	1213	3114	33	3	22	31	103.8	11.5	-103.1	4	1887	-0.102425	-0.973396	0.393544
168.124	09:48:20.124	37.297237448	-3.684439831	0.8	1	-0.19027	-0.186901	0.01992	-0.000127	-0.00795	-0.00795	0	0	1213	3114	33	3	22	31	103.8	11.5	-103.1	4	1887	-0.102425	-0.973396	0.393544
168.374	09:48:20.374	37.297237448	-3.684439831	0.8	1	-0.19027	-0.186901	0.01992	-0.000127	-0.00795	-0.00795	0	0	1213	3114	33	3	23	32	120.7	21.8	-118.7	4	1887	-0.102425	-0.973396	0.393544
168.624	09:48:20.624	37.297286988	-3.684523998	0.8	1	-0.201943	-0.190294	0.01989	-0.000174	-0.010925	-0.010925	0	0	1213	3114	33	3	23	32	120.7	21.8	-118.7	4	1827	-0.102425	-0.973396	0.393544
168.874	09:48:20.874	37.297286988	-3.684523998	0.8	1	-0.201943	-0.190294	0.01989	-0.000174	-0.010925	-0.010925	0	0	1213	3114	33	3	23	32	120.7	21.8	-118.7	4	1827	-0.076078	-0.826037	0.375362
169.124	09:48:21.124	37.297341622	-3.684600089	0.8	1	-0.188897	-0.183329	0.019915	-0.000135	-0.008492	-0.008492	0	0	1213	3114	33	3	23	32	120.7	21.8	-118.7	4	1788	-0.076078	-0.826037	0.375362
169.374	09:48:21.374	37.297400268	-3.684668317	0.8	1	-0.199288	-0.184859	0.019937	-0.000101	-0.006315	-0.006315	0	0	1213	3114	33	3	24	33	135.9	34.5	-131.4	4	1762	-0.115273	-0.75536	0.293427
169.624	09:48:21.624	37.297430642	-3.684699846	0.8	1	-0.20164	-0.184926	0.019937	-0.0001	-0.00629	-0.00629	0	0	1213	3114	33	3	24	33	135.9	34.5	-131.4	4	1753	-0.115273	-0.75536	0.293427
169.874	09:48:21.874	37.297430642	-3.684699846	0.8	1	-0.20164	-0.184926	0.019937	-0.0001	-0.00629	-0.00629	0	0	1213	3114	33	3	24	33	135.9	34.5	-131.4	4	1753	-0.095506	-0.706369	0.328578
170.124	09:48:22.124	37.297430642	-3.684699846	0.8	1	-0.20164	-0.184926	0.019937	-0.0001	-0.00629	-0.00629	0	0	1215	3259	34	4	24	33	135.9	34.5	-131.4	4	1753	-0.095506	-0.706369	0.328578
170.374	09:48:22.374	37.297527248	-3.684781620	0.8	1	-0.188349	-0.177147	0.019995	-8e-06	-0.000486	-0.000486	0	0	1215	3259	34	4	24	33	135.9	34.5	-131.4	4	1719	-0.087739	-0.63018	0.33249
170.624	09:48:22.624	37.297560823	-3.684805167	0.8	1	-0.182866	-0.174491	0.019974	-4.1e-05	-0.00258	-0.00258	0	0	1215	3259	34	4	25	34	149.5	48.5	-141.4	4	1699	-0.087739	-0.63018	0.33249
170.874	09:48:22.874	37.297594954	-3.684826237	0.8	1	-0.174333	-0.170009	0.01998	-3.2e-05	-0.001988	-0.001988	0	0	1215	3259	34	4	25	34	149.5	48.5	-141.4	4	1675	-0.096913	-0.43288	0.301581
171.124	09:48:23.124	37.297594954	-3.684826237	0.8	1	-0.143646	-0.160259	0.019975	-4e-05	-0.002531	-0.002531	0	0	1215	3259	34	4	25	34	149.5	48.5	-141.4	4	1675	-0.096913	-0.43288	0.301581
171.374	09:48:23.374	37.297665064	-3.684860270	0.8	1	-0.147087	-0.161907	0.019938	-9.8e-05	-0.006146	-0.006146	0	0	1215	3259	34	4	27	35	161.4	64.	-148.2	4	1666	-0.096913	-0.43288	0.301581
171.624	09:48:23.624	37.297700496	-3.684874582	0.8	1	-0.16105	-0.164566	0.019935	-0.000103	-0.006487	-0.006487	0	0	1215	3259	34	4	27	35	161.4	64.	-148.2	4	1642	-0.096913	-0.43288	0.301581
171.874	09:48:23.874	37.297735937	-3.684887202	0.8	1	-0.152231	-0.162056	0.019907	-0.000148	-0.009314	-0.009314	0	0	1215	3259	34	4	27	35	161.4	64.	-148.2	4	1636	-0.063779	-0.317744	0.246115
172.124	09:48:24.124	37.297735937	-3.684887202	0.8	1	-0.143972	-0.158768	0.019902	-0.000155	-0.009752	-0.009752	0	0	1215	3259	34	4	27	35	161.4	64.	-148.2	4	1636	-0.063779	-0.317744	0.246115
172.374	09:48:24.374	37.297807488	-3.684906129	0.8	1	-0.146064	-0.159669	0.019873	-0.000202	-0.012688	-0.012688	0	0	1215	3259	34	4	28	36	171.9	80.	-152.2	4	1619	-0.069537	-0.202546	0.243705
172.624	09:48:24.624	37.297843234	-3.684912772	0.8	1	-0.141799	-0.15687	0.019864	-0.000216	-0.013602	-0.013602	0	0	1215	3259	34	4	28	36	171.9	80.	-152.2	4	1594	-0.069537	-0.202546	0.243705
172.874	09:48:24.874	37.297878992	-3.684917383	0.8	1	-0.139288	-0.156821	0.019846	-0.000244	-0.015345	-0.015345	0	0	1215	3259	34	4	28	36	171.9	80.	-152.2	4	1599	-0.073613	-0.148686	0.238166
173.124	09:48:25.124	37.297878992	-3.684917383	0.8	1	-0.139288	-0.156821	0.019846	-0.000244	-0.015345	-0.015345	0	0	1215	3259	34	4	28	36	171.9	80.	-152.2	4	1599	-0.073613	-0.148686	0.238166
173.374	09:48:25.374	37.297950626	-3.684921869	0.8	1	-0.144733	-0.158142	0.019813	-0.000295	-0.018628	-0.018628	0	0	1215	3259	34	4	28	36	171.9	80.	-152.2	4	1586	-0.082052	-0.046009	0.215533
173.624	09:48:25.624	37.297986503	-3.684921405	0.8	1	-0.144436	-0.159134	0.019799	-0.000317	-0.020015	-0.020015	0	0	1215	3259	34	4	29	37	180.7	95.5	-153.4	4	1597	-0.082052	-0.046009	0.215533
173.874	09:48:25.874	37.298022390	-3.684919473	0.8	1	-0.147135	-0.158971	0.019784	-0.00034	-0.021471	-0.021471	0	0	1215	3259	34	4	29	37	180.7	95.5	-153.4	4	1578	-0.070121	0.039564	0.158993
174.124	09:48:26.124	37.298058105	-3.684915961	0.8	1	-0.157983	-0.163039	0.019783	-0.000342	-0.021598	-0.021598	0	0	1215	3259	34	4	29	37	180.7	95.5	-153.4	4	1591	-0.070121	0.039564	0.158993
174.374	09:48:26.374	37.298093650	-3.684910642	0.8	1	-0.149697	-0.160098	0.019773	-0.000357	-0.022545	-0.022545	0	0	1215	3259	34	4	29	37	180.7	95.5	-153.4	4	1581	-0.054378	0.115065	0.229313
174.624	09:48:26.624	37.298128755	-3.684903513	0.8	1	-0.147573	-0.158801	0.019777	-0.000351	-0.022185	-0.022185	0	0	1215	3259	34	4	30	38	188.8	111.5	-152.3	4	1572	-0.054378	0.115065	0.229313
174.874	09:48:26.874	37.298163868	-3.684894918	0.8	1	-0.158882	-0.164063	0.019766	-0.000368	-0.023247	-0.023247	0	0	1215	3259	34	4	30	38	188.8	111.5	-152.3	4	1597	-0.034152	0.127953	0.223416
175.124	09:48:27.124	37.298198721	-3.684884628	0.8	1	-0.153597	-0.16127	0.019755	-0.000385	-0.024352	-0.024352	0	0	1215	3259	34	4	30	38	188.8	111.5	-152.3	4	1577	-0.034152	0.127953	0.223416
175.374	09:48:27.374	37.298232864	-3.684872414	0.8	1	-0.142709	-0.157325	0.019765	-0.000369	-0.023364	-0.023364	0	0	1210	3402	35	4	30	38	188.8	111.5	-152.3	4	1569	-0.0415	0.261749	0.216849
175.624	09:48:27.624	37.298266567	-3.684858277	0.8	1	-0.144031	-0.1594	0.019758	-0.000381	-0.024087	-0.024087	0	0	1210	3402	35	4	31	39	195.6	127.	-148.8	4	1590	-0.0415	0.261749	0.216849
175.874	09:48:27.874	37.298299832	-3.684841993	0.8	1	-0.139972	-0.157586	0.019735	-0.000416	-0.026365	-0.026365	0	0	1210	3402	35	4	31	39	195.6	127.	-148.8	4	1576	-0.029708	0.371465	0.201029
176.124	09:48:28.124	37.298332297	-3.684823783	0.8	1	-0.116115	-0.151712	0.019701	-0.000468	-0.029725	-0.029725	0	0	1210	3402	35	4	31	39	195.6	127.	-148.8	4	1583	-0.029708	0.371465	0.201029
176.374	09:48:28.374	37.298363874	-3.684803309	0.8	1	-0.108942	-0.149062	0.019663	-0.000525	-0.033396	-0.033396	0	0	1210	3402	35	4	31	39	195.6	127.	-148.8	4	1564	0.008021	0.476767	0.18159
176.624	09:48:28.624	37.298394467	-3.684781471	0.8	1	-0.107725	-0.148551	0.01966	-0.000531	-0.033741	-0.033741	0	0	1210	3402	35	4	33	40	200.7	141.2	-142.6	4	1560	0.008021	0.476767	0.18159
176.874	09:48:28.874	37.298424169	-3.684757821	0.8	1	-0.106404	-0.149254	0.019594	-0.00063	-0.040189	-0.040189	0	0	1210	3402	35	4	33	40	200.7	141.2	-142.6	4	1557	-0.018284	0.533833	0.136227
177.124	09:48:29.124	37.298453246	-3.684733036	0.8	1	-0.101219	-0.148884	0.019557	-0.000686	-0.043856	-0.043856	0	0	1210	3402	35	4	33	40	200.7	141.2	-142.6	4	1563	-0.018284	0.533833	0.136227
177.374	09:48:29.374	37.298481342	-3.684706550	0.8	1	-0.101335	-0.149175	0.019531	-0.000725	-0.046387	-0.046387	0	0	1210	3402	35	4	33	40	200.7	141.2	-142.6	4	1560	-0.007011	0.596251	0.178201
177.624	09:48:29.624	37.298508724	-3.684678929	0.8	1	-0.101711	-0.150607	0.019462	-0.000827	-0.053092	-0.053092	0	0	1210	3402	35	4	34	41	204.5	157.2	-131.4	4	1559	-0.007011	0.596251	0.178201
177.874	09:48:29.874	37.298535211	-3.684650172	0.8	1	-0.106853	-0.152361	0.019439	-0.000861	-0.055347	-0.055347	0	0	1210	3402	35	4	34	41	204.5	157.2	-131.4	4	1556	-0.006499	0.691225	0.160769
178.124	09:48:30.124	37.298561072	-3.684620393	0.8	1	-0.111293	-0.153983	0.019405	-0.000911	-0.058654	-0.058654	0	0	1210	3402	35	4	34	41	204.5	157.2	-131.4	4	1551	-0.006499	0.691225	0.160769
178.374	09:48:30.374	37.298585857	-3.684589702	0.8	1	-0.117449	-0.155268	0.019413	-0.000898	-0.057827	-0.057827	0	0	1210	3402	35	4	34	41	204.5	157.2	-131.4	4	1546	0.006721	0.784639	0.191633
