Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:error	DATALINK_REPORT:downlink_ovrn	DATALINK_REPORT:uplink_rate	DATALINK_REPORT:downlink_rate	DATALINK_REPORT:downlink_nb_msgs	DATALINK_REPORT:uplink_nb_msgs	DATALINK_REPORT:uplink_lost_time	ENERGY:voltage	ENERGY:throttle	PPRZ_MODE:ap_mode	NAVIGATION:oval_count	NAVIGATION:circle_count	NAVIGATION:kill_auto_throttle	NAVIGATION:stage_time	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:dist_wp	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_stage	NAVIGATION:cur_block	GPS:utm_north	GPS:utm_east	GPS:mode
719.065	06:38:38.065	37.298355722	-3.683359800	-0.665815	0	14	10145	11416	126	0	12.06075	36	1	0	0	0	1	1	11	134.3	0.	134.2	-3.8	2	4	412818964	43943534	3
719.315	06:38:38.315	37.298366733	-3.683404242	-0.665815	0	14	10145	11416	126	0	12.06075	36	1	0	0	0	1	1	11	134.3	0.	134.2	-3.8	2	4	412819089	43943141	3
719.565	06:38:38.565	37.298375303	-3.683449790	-0.665815	0	14	10145	11416	126	0	12.06075	36	1	0	0	0	3	3	12	142.2	0.	141.	-18.6	2	4	412819187	43942738	3
719.815	06:38:38.815	37.298380802	-3.683496552	-0.665815	0	14	10145	11416	126	0	12.06075	36	1	0	0	0	3	3	12	142.2	0.	141.	-18.6	2	4	412819251	43942324	3
720.065	06:38:39.065	37.298383234	-3.683543624	-0.665815	0	14	10145	11416	126	0	12.08549	35	1	0	0	0	3	3	12	142.2	0.	141.	-18.6	2	4	412819281	43941907	3
720.315	06:38:39.315	37.298383140	-3.683591124	-0.665815	0	14	10145	11416	126	0	12.08549	35	1	0	0	0	3	3	12	142.2	0.	141.	-18.6	2	4	412819283	43941486	3
720.565	06:38:39.565	37.298379526	-3.683639383	-0.665815	0	14	10145	11416	126	0	12.08549	35	1	0	0	0	4	4	13	147.3	0.	143.	-35.1	2	4	412819246	43941058	3
720.815	06:38:39.815	37.298372939	-3.683687389	-0.665815	0	14	10145	11416	126	0	12.08549	35	1	0	0	0	4	4	13	147.3	0.	143.	-35.1	2	4	412819176	43940632	3
721.065	06:38:40.065	37.298363289	-3.683735142	-0.665815	0	14	10145	11416	126	0	12.079305	35	1	0	0	0	4	4	13	147.3	0.	143.	-35.1	2	4	412819072	43940208	3
721.315	06:38:40.315	37.298363289	-3.683735142	-0.665815	0	14	10145	11416	126	0	12.079305	35	1	0	0	0	4	4	13	147.3	0.	143.	-35.1	2	4	412819072	43940208	3
721.565	06:38:40.565	37.298350668	-3.683782190	-0.665815	0	14	10145	11416	126	0	12.079305	35	1	0	0	0	5	5	14	148.9	0.	139.5	-52.1	2	4	412818935	43939790	3
721.815	06:38:40.815	37.298315894	-3.683872591	-0.665815	0	14	10145	11416	126	0	12.079305	35	1	0	0	0	5	5	14	148.9	0.	139.5	-52.1	2	4	412818555	43938986	3
722.065	06:38:41.065	37.298294466	-3.683915046	-0.867059	0	14	10145	11416	126	0	12.079305	35	1	0	0	0	5	5	14	148.9	0.	139.5	-52.1	2	4	412818320	43938608	3
722.315	06:38:41.315	37.298294466	-3.683915046	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	5	5	14	148.9	0.	139.5	-52.1	2	4	412818320	43938608	3
722.565	06:38:41.565	37.298270433	-3.683955899	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	6	6	15	147.	0.	130.5	-67.6	2	4	412818056	43938244	3
722.815	06:38:41.815	37.298215013	-3.684031332	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	6	6	15	147.	0.	130.5	-67.6	2	4	412817446	43937571	3
723.065	06:38:42.065	37.298215013	-3.684031332	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	6	6	15	147.	0.	130.5	-67.6	2	4	412817446	43937571	3
723.315	06:38:42.315	37.298184171	-3.684065127	-0.867059	0	0	1663	11509	127	3	12.11023	35	1	0	0	0	6	6	15	147.	0.	130.5	-67.6	2	4	412817106	43937269	3
723.565	06:38:42.565	37.298151718	-3.684096877	-0.867059	0	0	1663	11509	127	3	12.11023	35	1	0	0	0	7	7	16	142.	0.	117.2	-80.2	2	4	412816748	43936985	3
723.815	06:38:42.815	37.298118817	-3.684128171	-0.867059	0	0	1663	11509	127	3	12.11023	35	1	0	0	0	7	7	16	142.	0.	117.2	-80.2	2	4	412816385	43936705	3
724.065	06:38:43.065	37.298086356	-3.684161387	-0.867059	0	0	1663	11509	127	3	12.11023	35	1	0	0	0	7	7	16	142.	0.	117.2	-80.2	2	4	412816027	43936408	3
724.315	06:38:43.315	37.298056304	-3.684198687	-0.867059	0	0	1663	11509	127	3	12.11023	35	1	0	0	0	7	7	16	142.	0.	117.2	-80.2	2	4	412815696	43936075	3
724.565	06:38:43.565	37.298028666	-3.684239507	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	9	9	17	139.4	0.	104.	-92.9	2	4	412815392	43935711	3
724.815	06:38:43.815	37.298002727	-3.684282711	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	9	9	17	139.4	0.	104.	-92.9	2	4	412815107	43935326	3
725.065	06:38:44.065	37.297979118	-3.684328193	-0.867059	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	9	9	17	139.4	0.	104.	-92.9	2	4	412814848	43934921	3
725.315	06:38:44.315	37.297958201	-3.684375843	-0.743407	0	0	1663	11509	127	3	12.116415	35	1	0	0	0	9	9	17	139.4	0.	104.	-92.9	2	4	412814619	43934497	3
725.565	06:38:44.565	37.297940072	-3.684424534	-0.743407	0	0	1663	11509	127	3	12.066935	35	1	0	0	0	10	10	18	144.4	0.	94.2	-109.4	2	4	412814421	43934064	3
725.815	06:38:44.815	37.297925271	-3.684474496	-0.743407	0	0	1663	11509	127	3	12.066935	35	1	0	0	0	10	10	18	144.4	0.	94.2	-109.4	2	4	412814260	43933620	3
726.065	06:38:45.065	37.297913620	-3.684525390	-0.743407	0	0	1663	11509	127	3	12.066935	35	1	0	0	0	10	10	18	144.4	0.	94.2	-109.4	2	4	412814134	43933168	3
726.315	06:38:45.315	37.297904761	-3.684576421	-0.743407	0	0	1663	11509	127	3	12.066935	35	1	0	0	0	10	10	18	144.4	0.	94.2	-109.4	2	4	412814039	43932715	3
726.565	06:38:45.565	37.297899236	-3.684627821	-0.743407	0	0	1663	11509	127	3	12.128785	35	1	0	0	0	11	11	19	155.8	0.	89.8	-127.4	2	4	412813981	43932259	3
726.815	06:38:45.815	37.297897859	-3.684678808	-0.743407	0	0	1663	11509	127	3	12.128785	35	1	0	0	0	11	11	19	155.8	0.	89.8	-127.4	2	4	412813969	43931807	3
727.065	06:38:46.065	37.297900724	-3.684728930	-0.743407	0	0	1663	11509	127	3	12.128785	35	1	0	0	0	11	11	19	155.8	0.	89.8	-127.4	2	4	412814004	43931363	3
727.315	06:38:46.315	37.297906571	-3.684777725	-0.743407	0	0	40181	11605	128	5	12.128785	35	1	0	0	0	11	11	19	155.8	0.	89.8	-127.4	2	4	412814072	43930931	3
727.565	06:38:46.565	37.297916034	-3.684824748	-0.743407	0	0	40181	11605	128	5	12.128785	35	1	0	0	0	12	12	20	171.5	0.	91.8	-144.8	2	4	412814180	43930515	3
727.815	06:38:46.815	37.297928757	-3.684869205	-0.743407	0	0	40181	11605	128	5	12.11023	34	1	0	0	0	12	12	20	171.5	0.	91.8	-144.8	2	4	412814324	43930122	3
728.065	06:38:47.065	37.297945460	-3.684911103	-0.743407	0	0	40181	11605	128	5	12.11023	34	1	0	0	0	12	12	20	171.5	0.	91.8	-144.8	2	4	412814512	43929752	3
728.315	06:38:47.315	37.297965064	-3.684950320	0.030382	0	0	40181	11605	128	5	12.11023	34	1	0	0	0	12	12	20	171.5	0.	91.8	-144.8	2	4	412814732	43929406	3
728.565	06:38:47.565	37.297987662	-3.684985954	0.030382	0	0	40181	11605	128	5	12.11023	34	1	0	0	0	13	13	21	187.8	0.	99.8	-159.1	2	4	412814985	43929092	3
728.815	06:38:47.815	37.298012444	-3.685018222	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	13	13	21	187.8	0.	99.8	-159.1	2	4	412815262	43928808	3
729.065	06:38:48.065	37.298039953	-3.685046453	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	13	13	21	187.8	0.	99.8	-159.1	2	4	412815569	43928560	3
729.315	06:38:48.315	37.298068843	-3.685069620	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	13	13	21	187.8	0.	99.8	-159.1	2	4	412815891	43928357	3
729.565	06:38:48.565	37.298098390	-3.685088392	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	15	15	22	202.1	0.	112.2	-168.1	2	4	412816220	43928193	3
729.815	06:38:48.815	37.298129949	-3.685101992	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	15	15	22	202.1	0.	112.2	-168.1	2	4	412816571	43928075	3
730.065	06:38:49.065	37.298161630	-3.685110290	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	15	15	22	202.1	0.	112.2	-168.1	2	4	412816923	43928004	3
730.315	06:38:49.315	37.298193516	-3.685114190	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	15	15	22	202.1	0.	112.2	-168.1	2	4	412817277	43927972	3
730.565	06:38:49.565	37.298225432	-3.685113012	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	16	16	23	211.9	0.	129.8	-169.6	2	4	412817631	43927985	3
730.815	06:38:49.815	37.298256566	-3.685106751	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	16	16	23	211.9	0.	129.8	-169.6	2	4	412817976	43928043	3
731.065	06:38:50.065	37.298286107	-3.685095397	0.030382	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	16	16	23	211.9	0.	129.8	-169.6	2	4	412818303	43928146	3
731.315	06:38:50.315	37.298313151	-3.685079282	0.415912	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	16	16	23	211.9	0.	129.8	-169.6	2	4	412818602	43928291	3
731.565	06:38:50.565	37.298337701	-3.685058180	0.415912	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	17	17	24	215.5	0.	141.	-163.	2	4	412818873	43928480	3
731.815	06:38:50.815	37.298359568	-3.685033330	0.415912	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	17	17	24	215.5	0.	141.	-163.	2	4	412819114	43928702	3
732.065	06:38:51.065	37.298379021	-3.685005073	0.415912	0	0	40181	11605	128	5	12.09786	34	1	0	0	0	17	17	24	215.5	0.	141.	-163.	2	4	412819328	43928954	3
732.315	06:38:51.315	37.298394707	-3.684973510	0.415912	0	0	40181	11605	128	5	12.17208	27	1	0	0	0	17	17	24	215.5	0.	141.	-163.	2	4	412819500	43929235	3
732.565	06:38:51.565	37.298406623	-3.684939318	0.415912	0	0	23710	11699	129	5	12.17208	27	1	0	0	0	18	18	25	211.1	0.	147.	-151.4	2	4	412819630	43929539	3
732.815	06:38:51.815	37.298415211	-3.684903854	0.415912	0	0	23710	11699	129	5	12.17208	27	1	0	0	0	18	18	25	211.1	0.	147.	-151.4	2	4	412819723	43929854	3
733.065	06:38:52.065	37.298421097	-3.684868028	0.415912	0	0	23710	11699	129	5	12.17208	27	1	0	0	0	18	18	25	211.1	0.	147.	-151.4	2	4	412819786	43930172	3
733.315	06:38:52.315	37.298423654	-3.684831155	0.415912	0	0	23710	11699	129	5	12.116415	27	1	0	0	0	18	18	25	211.1	0.	147.	-151.4	2	4	412819812	43930499	3
733.565	06:38:52.565	37.298423145	-3.684794481	0.415912	0	0	23710	11699	129	5	12.116415	27	1	0	0	0	18	18	25	211.1	0.	147.	-151.4	2	4	412819804	43930824	3
733.815	06:38:52.815	37.298421108	-3.684757116	0.415912	0	0	23710	11699	129	5	12.116415	27	1	0	0	0	19	19	26	202.5	0.	147.8	-138.4	2	4	412819779	43931155	3
734.065	06:38:53.065	37.298417904	-3.684718837	0.415912	0	0	23710	11699	129	5	12.116415	27	1	0	0	0	19	19	26	202.5	0.	147.8	-138.4	2	4	412819741	43931494	3
734.315	06:38:53.315	37.298414699	-3.684680785	-0.1606	0	0	23710	11699	129	5	12.116415	27	2	0	0	0	19	19	26	202.5	0.	147.8	-138.4	2	4	412819703	43931831	3
734.565	06:38:53.565	37.298410689	-3.684641709	-0.1606	0	0	23710	11699	129	5	12.20919	23	2	0	0	0	21	21	27	192.2	0.	146.2	-124.7	2	4	412819656	43932177	3
734.815	06:38:53.815	37.298406863	-3.684601958	-0.1606	0	0	23710	11699	129	5	12.20919	23	2	0	0	0	21	21	27	192.2	0.	146.2	-124.7	2	4	412819611	43932529	3
735.065	06:38:54.065	37.298404119	-3.684561991	-0.1606	0	0	23710	11699	129	5	12.20919	23	2	0	0	0	21	21	27	192.2	0.	146.2	-124.7	2	4	412819578	43932883	3
735.315	06:38:54.315	37.298403546	-3.684520803	-0.1606	0	0	23710	11699	129	5	12.20919	23	2	0	0	0	21	21	27	192.2	0.	146.2	-124.7	2	4	412819569	43933248	3
735.565	06:38:54.565	37.298406490	-3.684479421	-0.1606	0	0	23710	11699	129	5	12.13497	27	2	0	0	0	22	22	28	183.6	0.	146.8	-110.2	2	4	412819599	43933615	3
735.815	06:38:54.815	37.298412765	-3.684438634	-0.1606	0	0	23710	11699	129	5	12.13497	27	2	0	0	0	22	22	28	183.6	0.	146.8	-110.2	2	4	412819666	43933977	3
736.065	06:38:55.065	37.298421291	-3.684398205	-0.1606	0	0	23710	11699	129	5	12.13497	27	2	0	0	0	22	22	28	183.6	0.	146.8	-110.2	2	4	412819758	43934336	3
736.315	06:38:55.315	37.298432608	-3.684358478	-0.1606	0	0	23710	11699	129	5	12.13497	27	2	0	0	0	22	22	28	183.6	0.	146.8	-110.2	2	4	412819881	43934689	3
736.565	06:38:55.565	37.298446534	-3.684319565	-0.1606	0	0	23710	11699	129	5	12.18445	28	2	0	0	0	22	22	28	183.6	0.	146.8	-110.2	2	4	412820033	43935035	3
736.815	06:38:55.815	37.298462529	-3.684281348	-0.1606	0	0	23710	11699	129	5	12.18445	28	2	0	0	0	23	23	29	180.1	0.	152.2	-96.2	2	4	412820208	43935375	3
737.065	06:38:56.065	37.298480500	-3.684244390	-0.1606	0	0	23710	11699	129	5	12.18445	28	2	0	0	0	23	23	29	180.1	0.	152.2	-96.2	2	4	412820405	43935704	3
737.315	06:38:56.315	37.298499820	-3.684208008	-0.536535	0	0	23710	11699	129	5	12.18445	28	2	0	0	0	23	23	29	180.1	0.	152.2	-96.2	2	4	412820617	43936028	3
737.565	06:38:56.565	37.298518685	-3.684172186	-0.536535	0	0	24299	11796	130	5	12.18445	28	2	0	0	0	23	23	29	180.1	0.	152.2	-96.2	2	4	412820824	43936347	3
737.815	06:38:56.815	37.298537463	-3.684136025	-0.536535	0	0	24299	11796	130	5	12.178265	29	2	0	0	0	24	24	30	180.6	0.	160.2	-83.3	2	4	412821030	43936669	3
738.065	06:38:57.065	37.298555793	-3.684099182	-0.536535	0	0	24299	11796	130	5	12.178265	29	2	0	0	0	24	24	30	180.6	0.	160.2	-83.3	2	4	412821231	43936997	3
738.315	06:38:57.315	37.298574037	-3.684061888	-0.536535	0	0	24299	11796	130	5	12.178265	29	2	0	0	0	24	24	30	180.6	0.	160.2	-83.3	2	4	412821431	43937329	3
738.565	06:38:57.565	37.298591022	-3.684023792	-0.536535	0	0	24299	11796	130	5	12.178265	29	2	0	0	0	24	24	30	180.6	0.	160.2	-83.3	2	4	412821617	43937668	3
738.815	06:38:57.815	37.298607112	-3.683984899	-0.536535	0	0	24299	11796	130	5	12.153525	30	2	0	0	0	25	25	31	181.9	0.	168.	-69.8	2	4	412821793	43938014	3
739.065	06:38:58.065	37.298621942	-3.683945429	-0.536535	0	0	24299	11796	130	5	12.153525	30	2	0	0	0	25	25	31	181.9	0.	168.	-69.8	2	4	412821955	43938365	3
739.315	06:38:58.315	37.298635155	-3.683905156	-0.536535	0	0	24299	11796	130	5	12.153525	30	2	0	0	0	25	25	31	181.9	0.	168.	-69.8	2	4	412822099	43938723	3
739.565	06:38:58.565	37.298646213	-3.683863283	-0.536535	0	0	24299	11796	130	5	12.153525	30	2	0	0	0	25	25	31	181.9	0.	168.	-69.8	2	4	412822219	43939095	3
739.815	06:38:58.815	37.298655562	-3.683820943	-0.536535	0	0	24299	11796	130	5	12.153525	30	2	0	0	0	27	27	32	181.9	0.	173.2	-55.3	2	4	412822320	43939471	3
740.065	06:38:59.065	37.298663200	-3.683778137	-0.536535	0	0	24299	11796	130	5	12.13497	30	2	0	0	0	27	27	32	181.9	0.	173.2	-55.3	2	4	412822402	43939851	3
740.315	06:38:59.315	37.298669311	-3.683734640	-0.40328	0	0	24299	11796	130	5	12.13497	30	2	0	0	0	27	27	32	181.9	0.	173.2	-55.3	2	4	412822467	43940237	3
740.565	06:38:59.565	37.298673529	-3.683690900	-0.40328	0	0	24299	11796	130	5	12.13497	30	2	0	0	0	27	27	32	181.9	0.	173.2	-55.3	2	4	412822511	43940625	3
740.815	06:38:59.815	37.298675497	-3.683646688	-0.40328	0	0	24299	11796	130	5	12.13497	30	2	0	0	0	28	28	33	179.7	0.	175.2	-39.8	2	4	412822530	43941017	3
741.065	06:39:0.065	37.298675665	-3.683602121	-0.40328	0	0	24299	11796	130	5	12.165895	30	2	0	0	0	28	28	33	179.7	0.	175.2	-39.8	2	4	412822529	43941412	3
741.315	06:39:0.315	37.298674031	-3.683557313	-0.40328	0	0	24299	11796	130	5	12.165895	30	2	0	0	0	28	28	33	179.7	0.	175.2	-39.8	2	4	412822508	43941809	3
741.565	06:39:0.565	37.298670323	-3.683512486	-0.40328	0	0	24299	11796	130	5	12.165895	30	2	0	0	0	28	28	33	179.7	0.	175.2	-39.8	2	4	412822464	43942206	3
741.815	06:39:0.815	37.298664453	-3.683467639	-0.40328	0	0	24299	11796	130	5	12.165895	30	2	0	0	0	29	29	34	175.6	0.	174.	-24.	2	4	412822396	43942603	3
742.065	06:39:1.065	37.298656687	-3.683423339	-0.40328	0	0	24299	11796	130	5	12.165895	30	2	0	0	0	29	29	34	175.6	0.	174.	-24.	2	4	412822307	43942995	3
742.315	06:39:1.315	37.298647387	-3.683379251	-0.40328	0	0	24299	11796	130	5	12.15971	30	2	0	0	0	29	29	34	175.6	0.	174.	-24.	2	4	412822201	43943385	3
742.565	06:39:1.565	37.298636010	-3.683335821	-0.40328	0	0	24299	11796	130	5	12.15971	30	2	0	0	0	29	29	34	175.6	0.	174.	-24.	2	4	412822072	43943769	3
742.815	06:39:1.815	37.298622915	-3.683293166	-0.40328	0	0	28582	11892	131	5	12.15971	30	2	0	0	0	30	30	35	169.5	0.	169.2	-8.6	2	4	412821924	43944146	3
743.065	06:39:2.065	37.298608014	-3.683251284	-0.40328	0	0	28582	11892	131	5	12.15971	30	2	0	0	0	30	30	35	169.5	0.	169.2	-8.6	2	4	412821756	43944516	3
743.315	06:39:2.315	37.298591395	-3.683210176	-0.255123	0	0	28582	11892	131	5	12.128785	29	2	0	0	0	30	30	35	169.5	0.	169.2	-8.6	2	4	412821569	43944879	3
743.565	06:39:2.565	37.298573059	-3.683170068	-0.255123	0	0	28582	11892	131	5	12.128785	29	2	0	0	0	30	30	35	169.5	0.	169.2	-8.6	2	4	412821363	43945233	3
743.815	06:39:2.815	37.298552914	-3.683130847	-0.255123	0	0	28582	11892	131	5	12.128785	29	2	0	0	0	31	31	36	161.6	0.	161.5	5.8	2	4	412821137	43945579	3
744.065	06:39:3.065	37.298531141	-3.683092513	-0.255123	0	0	28582	11892	131	5	12.128785	29	2	0	0	0	31	31	36	161.6	0.	161.5	5.8	2	4	412820893	43945917	3
744.315	06:39:3.315	37.298507556	-3.683055856	-0.255123	0	0	28582	11892	131	5	12.116415	29	2	0	0	0	31	31	36	161.6	0.	161.5	5.8	2	4	412820629	43946240	3
744.565	06:39:3.565	37.298482431	-3.683020651	-0.255123	0	0	28582	11892	131	5	12.116415	29	2	0	0	0	31	31	36	161.6	0.	161.5	5.8	2	4	412820348	43946550	3
744.815	06:39:3.815	37.298455492	-3.682987235	-0.255123	0	0	28582	11892	131	5	12.116415	29	2	0	0	0	33	33	37	151.4	0.	150.2	18.4	2	4	412820047	43946844	3
745.065	06:39:4.065	37.298397437	-3.682925895	-0.255123	0	0	28582	11892	131	5	12.116415	29	2	0	0	0	33	33	37	151.4	0.	150.2	18.4	2	4	412819399	43947383	3
745.315	06:39:4.315	37.298397437	-3.682925895	-0.255123	0	0	28582	11892	131	5	12.116415	29	2	0	0	0	33	33	37	151.4	0.	150.2	18.4	2	4	412819399	43947383	3
745.565	06:39:4.565	37.298366411	-3.682897858	-0.255123	0	0	28582	11892	131	5	12.165895	29	2	0	0	0	33	33	37	151.4	0.	150.2	18.4	2	4	412819053	43947629	3
745.815	06:39:4.815	37.298300904	-3.682846831	-0.255123	0	0	28582	11892	131	5	12.165895	29	2	0	0	0	34	34	38	140.	0.	137.	28.6	2	4	412818323	43948076	3
746.065	06:39:5.065	37.298266060	-3.682824514	-0.255123	0	0	28582	11892	131	5	12.165895	29	2	0	0	0	34	34	38	140.	0.	137.	28.6	2	4	412817935	43948271	3
746.315	06:39:5.315	37.298230210	-3.682804445	-0.142122	0	0	28582	11892	131	5	12.165895	29	2	0	0	0	34	34	38	140.	0.	137.	28.6	2	4	412817536	43948446	3
746.565	06:39:5.565	37.298230210	-3.682804445	-0.142122	0	0	28582	11892	131	5	12.19682	28	2	0	0	0	34	34	38	140.	0.	137.	28.6	2	4	412817536	43948446	3
746.815	06:39:5.815	37.298155493	-3.682771951	-0.142122	0	0	28582	11892	131	5	12.19682	28	2	0	0	0	35	35	39	126.5	0.	121.2	36.	2	4	412816705	43948728	3
747.065	06:39:6.065	37.298116807	-3.682759191	-0.142122	0	0	28582	11892	131	5	12.19682	28	2	0	0	0	35	35	39	126.5	0.	121.2	36.	2	4	412816275	43948838	3
747.315	06:39:6.315	37.298077386	-3.682749018	-0.142122	0	0	28582	11892	131	5	12.19682	28	2	0	0	0	35	35	39	126.5	0.	121.2	36.	2	4	412815837	43948925	3
747.565	06:39:6.565	37.298077386	-3.682749018	-0.142122	0	0	28582	11892	131	5	12.19682	28	2	0	0	0	35	35	39	126.5	0.	121.2	36.	2	4	412815837	43948925	3
747.815	06:39:6.815	37.297996598	-3.682737569	-0.142122	0	0	5454	11987	132	5	12.1226	29	2	0	0	0	36	36	40	111.4	0.	104.	39.8	2	4	412814940	43949020	3
748.065	06:39:7.065	37.297955868	-3.682735396	-0.142122	0	0	5454	11987	132	5	12.1226	29	2	0	0	0	36	36	40	111.4	0.	104.	39.8	2	4	412814488	43949036	3
748.315	06:39:7.315	37.297914851	-3.682736040	-0.142122	0	0	5454	11987	132	5	12.1226	29	2	0	0	0	36	36	40	111.4	0.	104.	39.8	2	4	412814033	43949027	3
748.565	06:39:7.565	37.297914851	-3.682736040	-0.142122	0	0	5454	11987	132	5	12.1226	29	2	0	0	0	36	36	40	111.4	0.	104.	39.8	2	4	412814033	43949027	3
748.815	06:39:7.815	37.297832231	-3.682745335	-0.142122	0	0	5454	11987	132	5	12.141155	29	2	0	0	0	37	37	41	94.6	0.	85.8	39.9	2	4	412813117	43948938	3
749.065	06:39:8.065	37.297791169	-3.682753990	-0.142122	0	0	5454	11987	132	5	12.141155	29	2	0	0	0	37	37	41	94.6	0.	85.8	39.9	2	4	412812662	43948858	3
749.315	06:39:8.315	37.297749909	-3.682765577	-0.0883	0	0	5454	11987	132	5	12.141155	29	2	0	0	0	37	37	41	94.6	0.	85.8	39.9	2	4	412812205	43948752	3
749.565	06:39:8.565	37.297709173	-3.682779990	-0.0883	0	0	5454	11987	132	5	12.141155	29	2	0	0	0	37	37	41	94.6	0.	85.8	39.9	2	4	412811754	43948621	3
749.815	06:39:8.815	37.297668964	-3.682796889	-0.0883	0	0	5454	11987	132	5	12.141155	29	2	0	0	0	39	39	42	76.6	0.	67.5	36.2	2	4	412811309	43948468	3
750.065	06:39:9.065	37.297629191	-3.682816388	-0.0883	0	0	5454	11987	132	5	12.17208	30	2	0	0	0	39	39	42	76.6	0.	67.5	36.2	2	4	412810869	43948292	3
750.315	06:39:9.315	37.297591024	-3.682838721	-0.0883	0	0	5454	11987	132	5	12.17208	30	2	0	0	0	39	39	42	76.6	0.	67.5	36.2	2	4	412810447	43948091	3
750.565	06:39:9.565	37.297553742	-3.682863883	-0.0883	0	0	5454	11987	132	5	12.17208	30	2	0	0	0	39	39	42	76.6	0.	67.5	36.2	2	4	412810035	43947865	3
750.815	06:39:9.815	37.297517525	-3.682891989	-0.0883	0	0	5454	11987	132	5	12.17208	30	2	0	0	0	40	40	43	58.	0.	50.5	28.6	2	4	412809635	43947613	3
751.065	06:39:10.065	37.297482557	-3.682922249	-0.0883	0	0	5454	11987	132	5	12.116415	30	2	0	0	0	40	40	43	58.	0.	50.5	28.6	2	4	412809249	43947342	3
751.315	06:39:10.315	37.297448661	-3.682954099	-0.0883	0	0	5454	11987	132	5	12.116415	30	2	0	0	0	40	40	43	58.	0.	50.5	28.6	2	4	412808875	43947057	3
751.565	06:39:10.565	37.297415836	-3.682987989	-0.0883	0	0	5454	11987	132	5	12.116415	30	2	0	0	0	40	40	43	58.	0.	50.5	28.6	2	4	412808513	43946754	3
751.815	06:39:10.815	37.297384171	-3.683023695	-0.0883	0	0	5454	11987	132	5	12.116415	30	2	0	0	0	41	41	44	39.1	0.	35.	17.5	2	4	412808164	43946435	3
752.065	06:39:11.065	37.297353848	-3.683061331	-0.0883	0	0	5454	11987	132	5	12.14734	30	2	0	0	0	41	41	44	39.1	0.	35.	17.5	2	4	412807830	43946099	3
752.315	06:39:11.315	37.297325046	-3.683100899	-0.091262	0	0	5454	11987	132	5	12.14734	30	2	0	0	0	41	41	44	39.1	0.	35.	17.5	2	4	412807513	43945746	3
752.565	06:39:11.565	37.297298035	-3.683142515	-0.091262	0	0	5454	11987	132	5	12.14734	30	2	0	0	0	41	41	44	39.1	0.	35.	17.5	2	4	412807216	43945375	3
752.815	06:39:11.815	37.297272547	-3.683185610	-0.091262	0	0	5454	11987	132	5	12.14734	30	2	0	0	0	42	42	45	22.6	0.	22.2	3.8	2	4	412806936	43944991	3
753.065	06:39:12.065	37.297248765	-3.683230075	-0.091262	0	0	6025	12081	133	5	12.14734	30	2	0	0	0	42	42	45	22.6	0.	22.2	3.8	2	4	412806675	43944595	3
753.315	06:39:12.315	37.297226687	-3.683275909	-0.091262	0	0	6025	12081	133	5	12.1226	31	2	0	0	0	42	42	45	22.6	0.	22.2	3.8	2	4	412806433	43944187	3
753.565	06:39:12.565	37.297206854	-3.683323231	-0.091262	0	0	6025	12081	133	5	12.1226	31	2	0	0	0	42	42	45	22.6	0.	22.2	3.8	2	4	412806216	43943766	3
753.815	06:39:12.815	37.297206854	-3.683323231	-0.091262	0	0	6025	12081	133	5	12.1226	31	2	0	0	0	43	43	46	17.2	0.	12.	-12.3	2	4	412806216	43943766	3
754.065	06:39:13.065	37.297188637	-3.683371582	-0.091262	0	0	6025	12081	133	5	12.1226	31	2	0	0	0	43	43	46	17.2	0.	12.	-12.3	2	4	412806017	43943336	3
754.315	06:39:13.315	37.297156521	-3.683469790	-0.091262	0	0	6025	12081	133	5	12.13497	31	2	0	0	0	43	43	46	17.2	0.	12.	-12.3	2	4	412805667	43942463	3
754.565	06:39:13.565	37.297156521	-3.683469790	-0.091262	0	0	6025	12081	133	5	12.13497	31	2	0	0	0	43	43	46	17.2	0.	12.	-12.3	2	4	412805667	43942463	3
