Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:ke	GVF:s	GVF:traj	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:dist_wp	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_stage	NAVIGATION:cur_block
1592.819	08:31:10.819	37.297153466	-3.683093481	0.8	1	1	0.660534	0.13692	0.03496	0.041252	1.47496	1.47496	14	0	47.	47.4	-36.2	-31.2	3	3
1593.069	08:31:11.069	37.297202725	-3.683101599	0.8	1	1	0.750878	0.192049	0.034285	0.037858	1.380291	1.380291	0	1	41.9	0.	-27.5	-32.7	2	4
1593.319	08:31:11.319	37.297236061	-3.683104157	0.8	1	1	0.791515	0.221977	0.033476	0.033991	1.269257	1.269257	0	1	41.9	0.	-27.5	-32.7	2	4
1593.569	08:31:11.569	37.297236061	-3.683104157	0.8	1	1	0.826304	0.241144	0.032664	0.030328	1.160597	1.160597	0	1	41.9	0.	-27.5	-32.7	2	4
1593.819	08:31:11.819	37.297270210	-3.683106496	0.8	1	1	0.861775	0.266805	0.031834	0.026794	1.052094	1.052094	0	1	41.9	0.	-27.5	-32.7	2	4
1594.069	08:31:12.069	37.297305360	-3.683107153	0.8	1	1	0.89067	0.292086	0.031008	0.023491	0.946992	0.946992	1	2	34.5	0.	-12.	-33.2	2	4
1594.319	08:31:12.319	37.297342039	-3.683108387	0.8	1	1	0.918371	0.318408	0.030155	0.020297	0.841372	0.841372	1	2	34.5	0.	-12.	-33.2	2	4
1594.569	08:31:12.569	37.297380527	-3.683108509	0.8	1	1	0.923122	0.32598	0.029306	0.017328	0.739109	0.739109	1	2	34.5	0.	-12.	-33.2	2	4
1594.819	08:31:12.819	37.297418923	-3.683109082	0.8	1	1	0.919154	0.331672	0.028431	0.014484	0.636827	0.636827	1	2	34.5	0.	-12.	-33.2	2	4
1595.069	08:31:13.069	37.297457231	-3.683109090	0.8	1	1	0.910291	0.334588	0.027683	0.012221	0.551824	0.551824	3	3	32.9	0.	5.	-33.	2	4
1595.319	08:31:13.319	37.297533137	-3.683107520	0.8	1	1	0.897105	0.339832	0.026893	0.009996	0.464597	0.464597	3	3	32.9	0.	5.	-33.	2	4
1595.569	08:31:13.569	37.297570724	-3.683107522	0.8	1	1	0.879579	0.347122	0.026123	0.00798	0.381831	0.381831	3	3	32.9	0.	5.	-33.	2	4
1595.819	08:31:13.819	37.297570724	-3.683107522	0.8	1	1	0.849961	0.344284	0.025421	0.006277	0.308628	0.308628	3	3	32.9	0.	5.	-33.	2	4
1596.069	08:31:14.069	37.297646729	-3.683104373	0.8	1	1	0.808811	0.336753	0.024719	0.004693	0.237297	0.237297	4	4	39.	0.	21.8	-32.6	2	4
1596.319	08:31:14.319	37.297684154	-3.683101213	0.8	1	1	0.763917	0.328701	0.024059	0.003313	0.17211	0.17211	4	4	39.	0.	21.8	-32.6	2	4
1596.569	08:31:14.569	37.297721672	-3.683097604	0.8	1	1	0.729789	0.328988	0.023479	0.002185	0.116305	0.116305	4	4	39.	0.	21.8	-32.6	2	4
1596.819	08:31:14.819	37.297721672	-3.683097604	0.8	1	1	0.68094	0.321562	0.022883	0.001106	0.060392	0.060392	4	4	39.	0.	21.8	-32.6	2	4
1597.069	08:31:15.069	37.297797615	-3.683089603	0.8	1	1	0.622589	0.312334	0.022298	0.000122	0.00685	0.00685	5	5	49.8	0.	38.8	-31.2	2	4
1597.319	08:31:15.319	37.297835316	-3.683085543	0.8	1	1	0.572154	0.301158	0.021822	-0.000623	-0.035688	-0.035688	5	5	49.8	0.	38.8	-31.2	2	4
1597.569	08:31:15.569	37.297872391	-3.683080688	0.8	1	1	0.507318	0.28647	0.021388	-0.00126	-0.073662	-0.073662	5	5	49.8	0.	38.8	-31.2	2	4
1597.819	08:31:15.819	37.297872391	-3.683080688	0.8	1	1	0.453128	0.275568	0.020999	-0.001799	-0.107062	-0.107062	5	5	49.8	0.	38.8	-31.2	2	4
1598.069	08:31:16.069	37.297945370	-3.683070742	0.8	1	1	0.394023	0.262774	0.020624	-0.002288	-0.138705	-0.138705	6	6	62.6	0.	55.	-29.4	2	4
1598.319	08:31:16.319	37.297981190	-3.683064635	0.8	1	1	0.343437	0.254775	0.020366	-0.002608	-0.160093	-0.160093	6	6	62.6	0.	55.	-29.4	2	4
1598.569	08:31:16.569	37.298016837	-3.683057285	0.8	1	1	0.261251	0.233522	0.020134	-0.002885	-0.179097	-0.179097	6	6	62.6	0.	55.	-29.4	2	4
1598.819	08:31:16.819	37.298016837	-3.683057285	0.8	1	1	0.192789	0.216711	0.02003	-0.003005	-0.187544	-0.187544	6	6	62.6	0.	55.	-29.4	2	4
1599.069	08:31:17.069	37.298086892	-3.683038512	0.8	1	1	0.113379	0.194723	0.019963	-0.003083	-0.193017	-0.193017	7	7	75.9	0.	70.8	-26.4	2	4
1599.319	08:31:17.319	37.298121301	-3.683027089	0.8	1	1	0.025849	0.167018	0.019997	-0.003044	-0.190267	-0.190267	7	7	75.9	0.	70.8	-26.4	2	4
1599.569	08:31:17.569	37.298154099	-3.683013620	0.8	1	1	-0.04931	0.139706	0.020132	-0.002887	-0.179249	-0.179249	7	7	75.9	0.	70.8	-26.4	2	4
1599.819	08:31:17.819	37.298186007	-3.682998000	0.8	1	1	-0.126095	0.109498	0.020362	-0.002613	-0.160422	-0.160422	7	7	75.9	0.	70.8	-26.4	2	4
1600.069	08:31:18.069	37.298216667	-3.682980224	0.8	1	1	-0.2057	0.074232	0.02067	-0.00223	-0.134844	-0.134844	9	8	88.	0.	85.	-21.1	2	4
1600.319	08:31:18.319	37.298246518	-3.682961877	0.8	1	1	-0.245101	0.052308	0.021034	-0.001752	-0.104119	-0.104119	9	8	88.	0.	85.	-21.1	2	4
1600.569	08:31:18.569	37.298275385	-3.682942280	0.8	1	1	-0.305938	0.020846	0.021452	-0.001169	-0.0681	-0.0681	9	8	88.	0.	85.	-21.1	2	4
1600.819	08:31:18.819	37.298303356	-3.682921885	0.8	1	1	-0.350132	-0.005641	0.021924	-0.000468	-0.026663	-0.026663	9	8	88.	0.	85.	-21.1	2	4
1601.069	08:31:19.069	37.298329710	-3.682900460	0.8	1	1	-0.410529	-0.039194	0.02243	0.000338	0.018823	0.018823	10	9	99.	0.	97.5	-14.	2	4
1601.319	08:31:19.319	37.298355445	-3.682876886	0.8	1	1	-0.471855	-0.07489	0.023015	0.001337	0.072637	0.072637	10	9	99.	0.	97.5	-14.	2	4
1601.569	08:31:19.569	37.298378852	-3.682850582	0.8	1	1	-0.538814	-0.112841	0.023651	0.002511	0.132711	0.132711	10	9	99.	0.	97.5	-14.	2	4
1601.819	08:31:19.819	37.298400111	-3.682821777	0.8	1	1	-0.615371	-0.154075	0.024351	0.003912	0.200798	0.200798	10	9	99.	0.	97.5	-14.	2	4
1602.069	08:31:20.069	37.298417602	-3.682789778	0.8	1	1	-0.700655	-0.197124	0.025127	0.005598	0.278507	0.278507	11	10	107.9	0.	107.2	-4.1	2	4
1602.319	08:31:20.319	37.298430599	-3.682755483	0.8	1	1	-0.758839	-0.227091	0.025923	0.007482	0.360781	0.360781	11	10	107.9	0.	107.2	-4.1	2	4
1602.569	08:31:20.569	37.298439009	-3.682719566	0.8	1	1	-0.800074	-0.2435	0.02674	0.009582	0.447918	0.447918	11	10	107.9	0.	107.2	-4.1	2	4
1602.819	08:31:20.819	37.298443729	-3.682682600	0.8	1	1	-0.809528	-0.246902	0.027559	0.011862	0.538017	0.538017	11	10	107.9	0.	107.2	-4.1	2	4
1603.069	08:31:21.069	37.298444297	-3.682646613	0.8	1	1	-0.826925	-0.24416	0.028336	0.014188	0.625875	0.625875	12	11	111.	0.	110.	8.6	2	4
1603.319	08:31:21.319	37.298440891	-3.682612056	0.8	1	1	-0.824867	-0.236963	0.029072	0.016548	0.711504	0.711504	12	11	111.	0.	110.	8.6	2	4
1603.569	08:31:21.569	37.298435134	-3.682578719	0.8	1	1	-0.815635	-0.224516	0.029761	0.018894	0.793567	0.793567	12	11	111.	0.	110.	8.6	2	4
1603.819	08:31:21.819	37.298427564	-3.682547284	0.8	1	1	-0.806889	-0.21405	0.030406	0.021215	0.87215	0.87215	12	11	111.	0.	110.	8.6	2	4
1604.069	08:31:22.069	37.298418459	-3.682516173	0.8	1	1	-0.798877	-0.204855	0.031055	0.023674	0.952904	0.952904	12	11	111.	0.	110.	8.6	2	4
1604.319	08:31:22.319	37.298407636	-3.682485950	0.8	1	1	-0.792101	-0.196672	0.031676	0.026148	1.031852	1.031852	13	12	109.8	0.	107.2	20.2	2	4
1604.569	08:31:22.569	37.298394647	-3.682456384	0.8	1	1	-0.787549	-0.18873	0.032267	0.02861	1.108328	1.108328	13	12	109.8	0.	107.2	20.2	2	4
1604.819	08:31:22.819	37.298379033	-3.682428599	0.8	1	1	-0.780555	-0.180587	0.032832	0.031067	1.182806	1.182806	13	12	109.8	0.	107.2	20.2	2	4
1605.069	08:31:23.069	37.298361150	-3.682403390	0.8	1	1	-0.769472	-0.170262	0.033347	0.033397	1.251868	1.251868	15	13	105.9	0.	100.8	30.1	2	4
1605.319	08:31:23.319	37.298341362	-3.682380532	0.8	1	1	-0.754651	-0.159112	0.033806	0.035544	1.314267	1.314267	15	13	105.9	0.	100.8	30.1	2	4
1605.569	08:31:23.569	37.298319484	-3.682360363	0.8	1	1	-0.738801	-0.150129	0.034211	0.037497	1.370051	1.370051	15	13	105.9	0.	100.8	30.1	2	4
1605.819	08:31:23.819	37.298295237	-3.682344687	0.8	1	1	-0.717949	-0.140346	0.034543	0.039137	1.416248	1.416248	15	13	105.9	0.	100.8	30.1	2	4
1606.069	08:31:24.069	37.298269988	-3.682330919	0.8	1	1	-0.694611	-0.131313	0.034832	0.040598	1.456918	1.456918	16	14	98.4	0.	90.5	36.5	2	4
1606.319	08:31:24.319	37.298269988	-3.682330919	0.8	1	1	-0.65858	-0.118357	0.035051	0.041721	1.487872	1.487872	16	14	98.4	0.	90.5	36.5	2	4
1606.569	08:31:24.569	37.298216718	-3.682315093	0.8	1	1	-0.637049	-0.111735	0.035211	0.042554	1.510674	1.510674	16	14	98.4	0.	90.5	36.5	2	4
1606.819	08:31:24.819	37.298189062	-3.682312135	0.8	1	1	-0.603895	-0.101803	0.035316	0.043103	1.525623	1.525623	16	14	98.4	0.	90.5	36.5	2	4
1607.069	08:31:25.069	37.298161208	-3.682312335	0.8	1	1	-0.570884	-0.092854	0.035357	0.043319	1.531489	1.531489	16	14	98.4	0.	90.5	36.5	2	4
1607.319	08:31:25.319	37.298133785	-3.682316036	0.8	1	1	-0.526309	-0.080642	0.035349	0.043275	1.530293	1.530293	17	15	87.8	0.	75.5	37.7	2	4
1607.569	08:31:25.569	37.298106796	-3.682322675	0.8	1	1	-0.49269	-0.072121	0.035286	0.042943	1.521274	1.521274	17	15	87.8	0.	75.5	37.7	2	4
1607.819	08:31:25.819	37.298080241	-3.682332026	0.8	1	1	-0.463255	-0.065445	0.035177	0.042373	1.505724	1.505724	17	15	87.8	0.	75.5	37.7	2	4
1608.069	08:31:26.069	37.298053495	-3.682343293	0.8	1	1	-0.469115	-0.069124	0.035054	0.041738	1.488344	1.488344	17	15	87.8	0.	75.5	37.7	2	4
1608.319	08:31:26.319	37.298025756	-3.682354889	0.8	1	1	-0.492236	-0.078083	0.034954	0.04122	1.474087	1.474087	18	16	72.7	0.	63.2	34.2	2	4
1608.569	08:31:26.569	37.297996929	-3.682367491	0.8	1	1	-0.503935	-0.08483	0.034843	0.040654	1.458451	1.458451	18	16	72.7	0.	63.2	34.2	2	4
1608.819	08:31:26.819	37.297966837	-3.682380759	0.8	1	1	-0.507214	-0.08908	0.034731	0.040081	1.442575	1.442575	18	16	72.7	0.	63.2	34.2	2	4
1609.069	08:31:27.069	37.297935203	-3.682395592	0.8	1	1	-0.508962	-0.093515	0.034632	0.039582	1.428693	1.428693	18	16	72.7	0.	63.2	34.2	2	4
1609.319	08:31:27.319	37.297902932	-3.682411548	0.8	1	1	-0.524762	-0.099915	0.034535	0.039099	1.415186	1.415186	19	17	58.6	0.	50.	29.	2	4
1609.569	08:31:27.569	37.297870388	-3.682427840	0.8	1	1	-0.533549	-0.103709	0.034496	0.038905	1.409755	1.409755	19	17	58.6	0.	50.	29.	2	4
1609.819	08:31:27.819	37.297837929	-3.682445148	0.8	1	1	-0.54598	-0.109908	0.034425	0.038548	1.399729	1.399729	19	17	58.6	0.	50.	29.	2	4
1610.069	08:31:28.069	37.297804567	-3.682462674	0.8	1	1	-0.553484	-0.113958	0.034371	0.038285	1.392334	1.392334	19	17	58.6	0.	50.	29.	2	4
1610.319	08:31:28.319	37.297770929	-3.682481099	0.8	1	1	-0.562847	-0.118004	0.034355	0.038205	1.390077	1.390077	21	18	42.8	0.	35.2	22.8	2	4
1610.569	08:31:28.569	37.297737016	-3.682500425	0.8	1	1	-0.573762	-0.12329	0.034375	0.0383	1.392761	1.392761	21	18	42.8	0.	35.2	22.8	2	4
1610.819	08:31:28.819	37.297702827	-3.682520651	0.8	1	1	-0.591338	-0.129785	0.034357	0.038215	1.390364	1.390364	21	18	42.8	0.	35.2	22.8	2	4
1611.069	08:31:29.069	37.297668544	-3.682541666	0.8	1	1	-0.590517	-0.130239	0.034377	0.038313	1.393127	1.393127	21	18	42.8	0.	35.2	22.8	2	4
1611.319	08:31:29.319	37.297634614	-3.682563813	0.8	1	1	-0.603678	-0.13351	0.034447	0.038657	1.402802	1.402802	22	19	26.	0.	20.	15.3	2	4
1611.569	08:31:29.569	37.297601222	-3.682586528	0.8	1	1	-0.613138	-0.135716	0.034472	0.038782	1.4063	1.4063	22	19	26.	0.	20.	15.3	2	4
1611.819	08:31:29.819	37.297568461	-3.682609249	0.8	1	1	-0.6274	-0.139616	0.03456	0.039224	1.418682	1.418682	22	19	26.	0.	20.	15.3	2	4
1612.069	08:31:30.069	37.297536145	-3.682632989	0.8	1	1	-0.6088	-0.132126	0.034626	0.039552	1.427849	1.427849	22	19	26.	0.	20.	15.3	2	4
1612.319	08:31:30.319	37.297505163	-3.682659788	0.8	1	1	-0.582174	-0.122818	0.034665	0.039752	1.433415	1.433415	23	20	9.7	0.	5.8	6.7	2	4
1612.569	08:31:30.569	37.297476059	-3.682689199	0.8	1	1	-0.562357	-0.116304	0.034656	0.039704	1.432071	1.432071	23	20	9.7	0.	5.8	6.7	2	4
1612.819	08:31:30.819	37.297448565	-3.682720881	0.8	1	1	-0.54914	-0.112313	0.034555	0.039199	1.417979	1.417979	23	20	9.7	0.	5.8	6.7	2	4
1613.069	08:31:31.069	37.297422412	-3.682754268	0.8	1	1	-0.528188	-0.105396	0.034495	0.0389	1.409608	1.409608	23	20	9.7	0.	5.8	6.7	2	4
1613.319	08:31:31.319	37.297397424	-3.682788906	0.8	1	1	-0.509556	-0.100085	0.034408	0.038464	1.397358	1.397358	24	21	6.9	0.	-6.	-4.8	2	4
1613.569	08:31:31.569	37.297373512	-3.682824682	0.8	1	1	-0.504247	-0.098609	0.034339	0.038126	1.387847	1.387847	24	21	6.9	0.	-6.	-4.8	2	4
1613.819	08:31:31.819	37.297350945	-3.682861486	0.8	1	1	-0.494909	-0.09603	0.034236	0.037616	1.373443	1.373443	24	21	6.9	0.	-6.	-4.8	2	4
1614.069	08:31:32.069	37.297329725	-3.682899317	0.8	1	1	-0.474769	-0.090592	0.034095	0.036931	1.353987	1.353987	24	21	6.9	0.	-6.	-4.8	2	4
1614.319	08:31:32.319	37.297309939	-3.682938403	0.8	1	1	-0.466944	-0.088963	0.033974	0.036347	1.337312	1.337312	25	22	23.2	0.	-15.8	-18.2	2	4
1614.569	08:31:32.569	37.297291770	-3.682978518	0.8	1	1	-0.447792	-0.083872	0.03382	0.035611	1.316198	1.316198	25	22	23.2	0.	-15.8	-18.2	2	4
1614.819	08:31:32.819	37.297274770	-3.683019096	0.8	1	1	-0.440546	-0.082927	0.033641	0.034765	1.291747	1.291747	25	22	23.2	0.	-15.8	-18.2	2	4
1615.069	08:31:33.069	37.297259030	-3.683060023	0.8	1	1	-0.436775	-0.082959	0.033482	0.034019	1.270073	1.270073	25	22	23.2	0.	-15.8	-18.2	2	4
1615.319	08:31:33.319	37.297244459	-3.683101525	0.8	1	1	-0.425032	-0.081312	0.033299	0.033177	1.245408	1.245408	27	23	38.9	0.	-22.8	-32.6	2	4
1615.569	08:31:33.569	37.297231147	-3.683143489	0.8	1	1	-0.408227	-0.077255	0.033129	0.0324	1.222493	1.222493	27	23	38.9	0.	-22.8	-32.6	2	4
1615.819	08:31:33.819	37.297219633	-3.683186147	0.8	1	1	-0.40065	-0.075735	0.032992	0.031782	1.20416	1.20416	27	23	38.9	0.	-22.8	-32.6	2	4
1616.069	08:31:34.069	37.297209110	-3.683229039	0.8	1	1	-0.383295	-0.072914	0.032709	0.030526	1.166568	1.166568	27	23	38.9	0.	-22.8	-32.6	2	4
1616.319	08:31:34.319	37.297200743	-3.683273192	0.8	1	1	-0.350593	-0.064316	0.032502	0.029622	1.139213	1.139213	28	24	54.4	0.	-27.5	-47.9	2	4
1616.569	08:31:34.569	37.297194896	-3.683317820	0.8	1	1	-0.304963	-0.051904	0.032262	0.028588	1.10767	1.10767	28	24	54.4	0.	-27.5	-47.9	2	4
1616.819	08:31:34.819	37.297192292	-3.683363040	0.8	1	1	-0.24139	-0.034483	0.031933	0.027206	1.064959	1.064959	28	24	54.4	0.	-27.5	-47.9	2	4
1617.069	08:31:35.069	37.297192931	-3.683408403	0.8	1	1	-0.181053	-0.019061	0.031514	0.02549	1.011078	1.011078	28	24	54.4	0.	-27.5	-47.9	2	4
1617.319	08:31:35.319	37.297196455	-3.683453792	0.8	1	1	-0.118908	-0.00254	0.031123	0.023941	0.96154	0.96154	29	25	69.	0.	-28.	-63.9	2	4
1617.569	08:31:35.569	37.297202956	-3.683498756	0.8	1	1	-0.06416	0.010623	0.030642	0.022094	0.9013	0.9013	29	25	69.	0.	-28.	-63.9	2	4
1617.819	08:31:35.819	37.297210721	-3.683543168	0.8	1	1	-0.043747	0.011985	0.030131	0.020209	0.838392	0.838392	29	25	69.	0.	-28.	-63.9	2	4
1618.069	08:31:36.069	37.297219839	-3.683587592	0.8	1	1	-0.028469	0.011521	0.029646	0.018494	0.779781	0.779781	29	25	69.	0.	-28.	-63.9	2	4
1618.319	08:31:36.319	37.297229138	-3.683631905	0.8	1	1	-0.020659	0.007502	0.029126	0.016727	0.717867	0.717867	30	26	82.5	0.	-24.	-79.7	2	4
1618.569	08:31:36.569	37.297238620	-3.683675655	0.8	1	1	-0.019993	0.00173	0.028696	0.015325	0.667539	0.667539	30	26	82.5	0.	-24.	-79.7	2	4
1618.819	08:31:36.819	37.297248464	-3.683719183	0.8	1	1	-0.026329	-0.006447	0.028296	0.014064	0.621298	0.621298	30	26	82.5	0.	-24.	-79.7	2	4
1619.069	08:31:37.069	37.297258309	-3.683762486	0.8	1	1	-0.037712	-0.017309	0.027862	0.01275	0.572028	0.572028	30	26	82.5	0.	-24.	-79.7	2	4
1619.319	08:31:37.319	37.297268693	-3.683806131	0.8	1	1	-0.029576	-0.021557	0.027459	0.011572	0.526791	0.526791	31	27	96.4	0.	-19.5	-95.1	2	4
1619.569	08:31:37.569	37.297279796	-3.683850235	0.8	1	1	-0.039324	-0.032225	0.027085	0.01052	0.485502	0.485502	31	27	96.4	0.	-19.5	-95.1	2	4
1619.819	08:31:37.819	37.297291345	-3.683895132	0.8	1	1	-0.05595	-0.045128	0.026744	0.009592	0.44834	0.44834	31	27	96.4	0.	-19.5	-95.1	2	4
1620.069	08:31:38.069	37.297303162	-3.683940258	0.8	1	1	-0.070799	-0.05693	0.026439	0.008788	0.415471	0.415471	31	27	96.4	0.	-19.5	-95.1	2	4
1620.319	08:31:38.319	37.297315429	-3.683985613	0.8	1	1	-0.084772	-0.06783	0.026171	0.008101	0.386938	0.386938	33	28	111.2	0.	-14.5	-111.	2	4
1620.569	08:31:38.569	37.297328505	-3.684031427	0.8	1	1	-0.088264	-0.076539	0.025819	0.007228	0.349946	0.349946	33	28	111.2	0.	-14.5	-111.	2	4
1620.819	08:31:38.819	37.297342486	-3.684076572	0.8	1	1	-0.093308	-0.084092	0.025569	0.006626	0.323934	0.323934	33	28	111.2	0.	-14.5	-111.	2	4
1621.069	08:31:39.069	37.297357187	-3.684121950	0.8	1	1	-0.102913	-0.092876	0.025361	0.006136	0.302428	0.302428	33	28	111.2	0.	-14.5	-111.	2	4
1621.319	08:31:39.319	37.297373421	-3.684167002	0.8	1	1	-0.102959	-0.099797	0.025074	0.00548	0.273168	0.273168	34	29	126.6	0.	-7.8	-127.	2	4
1621.569	08:31:39.569	37.297390468	-3.684211950	0.8	1	1	-0.113849	-0.10961	0.024832	0.004939	0.248644	0.248644	34	29	126.6	0.	-7.8	-127.	2	4
1621.819	08:31:39.819	37.297408693	-3.684255780	0.8	1	1	-0.113854	-0.112614	0.024687	0.004625	0.23417	0.23417	34	29	126.6	0.	-7.8	-127.	2	4
1622.069	08:31:40.069	37.297428364	-3.684298945	0.8	1	1	-0.114867	-0.118462	0.024463	0.004146	0.211852	0.211852	34	29	126.6	0.	-7.8	-127.	2	4
1622.319	08:31:40.319	37.297448214	-3.684342226	0.8	1	1	-0.132928	-0.129262	0.024291	0.003788	0.194899	0.194899	35	30	141.9	0.	0.5	-142.5	2	4
1622.569	08:31:40.569	37.297469604	-3.684384392	0.8	1	1	-0.13572	-0.13335	0.024152	0.003502	0.181238	0.181238	35	30	141.9	0.	0.5	-142.5	2	4
1622.819	08:31:40.819	37.297492353	-3.684425216	0.8	1	1	-0.128128	-0.135467	0.023939	0.003074	0.160514	0.160514	35	30	141.9	0.	0.5	-142.5	2	4
1623.069	08:31:41.069	37.297516548	-3.684465377	0.8	1	1	-0.133894	-0.141284	0.023773	0.002748	0.14447	0.14447	35	30	141.9	0.	0.5	-142.5	2	4
1623.319	08:31:41.319	37.297541469	-3.684504642	0.8	1	1	-0.134773	-0.146125	0.023598	0.00241	0.127673	0.127673	36	31	156.7	0.	11.2	-156.8	2	4
1623.569	08:31:41.569	37.297567749	-3.684542790	0.8	1	1	-0.146541	-0.152133	0.023505	0.002233	0.118739	0.118739	36	31	156.7	0.	11.2	-156.8	2	4
1623.819	08:31:41.819	37.297595026	-3.684580045	0.8	1	1	-0.144649	-0.154313	0.023401	0.002039	0.108931	0.108931	36	31	156.7	0.	11.2	-156.8	2	4
1624.069	08:31:42.069	37.297595026	-3.684580045	0.8	1	1	-0.149163	-0.157182	0.023324	0.001896	0.10161	0.10161	36	31	156.7	0.	11.2	-156.8	2	4
1624.319	08:31:42.319	37.297653122	-3.684649849	0.8	1	1	-0.152036	-0.161586	0.02314	0.001561	0.084337	0.084337	37	32	170.7	0.	23.8	-169.6	2	4
1624.569	08:31:42.569	37.297683762	-3.684682170	0.8	1	1	-0.145697	-0.159707	0.023116	0.001517	0.082024	0.082024	37	32	170.7	0.	23.8	-169.6	2	4
1624.819	08:31:42.819	37.297683762	-3.684682170	0.8	1	1	-0.13354	-0.156765	0.023014	0.001336	0.072551	0.072551	37	32	170.7	0.	23.8	-169.6	2	4
1625.069	08:31:43.069	37.297715768	-3.684712134	0.8	1	1	-0.160711	-0.171245	0.022863	0.00107	0.058478	0.058478	37	32	170.7	0.	23.8	-169.6	2	4
1625.319	08:31:43.319	37.297748503	-3.684740638	0.8	1	1	-0.174175	-0.178351	0.022793	0.000948	0.052017	0.052017	39	33	183.5	0.	38.	-180.	2	4
1625.569	08:31:43.569	37.297782415	-3.684768363	0.8	1	1	-0.159375	-0.174194	0.022691	0.000774	0.04265	0.04265	39	33	183.5	0.	38.	-180.	2	4
1625.819	08:31:43.819	37.297817422	-3.684793728	0.8	1	1	-0.136443	-0.166907	0.022635	0.00068	0.037531	0.037531	39	33	183.5	0.	38.	-180.	2	4
1626.069	08:31:44.069	37.297853165	-3.684816505	0.8	1	1	-0.151209	-0.173674	0.022517	0.000481	0.026716	0.026716	39	33	183.5	0.	38.	-180.	2	4
1626.319	08:31:44.319	37.297889556	-3.684836355	0.8	1	1	-0.158577	-0.178077	0.02246	0.000386	0.02149	0.02149	40	34	194.8	0.	54.	-187.6	2	4
1626.569	08:31:44.569	37.297926043	-3.684855303	0.8	1	1	-0.165869	-0.181864	0.022388	0.000267	0.014931	0.014931	40	34	194.8	0.	54.	-187.6	2	4
1626.819	08:31:44.819	37.297963351	-3.684872452	0.8	1	1	-0.155103	-0.178062	0.022346	0.0002	0.011177	0.011177	40	34	194.8	0.	54.	-187.6	2	4
1627.069	08:31:45.069	37.298000761	-3.684887459	0.8	1	1	-0.157905	-0.180703	0.022291	0.000111	0.006218	0.006218	40	34	194.8	0.	54.	-187.6	2	4
1627.319	08:31:45.319	37.298038998	-3.684899879	0.8	1	1	-0.150907	-0.179	0.022236	2.3e-05	0.001272	0.001272	41	35	204.5	0.	70.8	-192.3	2	4
1627.569	08:31:45.569	37.298077609	-3.684909932	0.8	1	1	-0.150141	-0.180628	0.022161	-9.7e-05	-0.005482	-0.005482	41	35	204.5	0.	70.8	-192.3	2	4
1627.819	08:31:45.819	37.298116505	-3.684917506	0.8	1	1	-0.148522	-0.17987	0.022121	-0.000161	-0.009111	-0.009111	41	35	204.5	0.	70.8	-192.3	2	4
1628.069	08:31:46.069	37.298155594	-3.684922825	0.8	1	1	-0.160275	-0.18558	0.022053	-0.000268	-0.015199	-0.015199	41	35	204.5	0.	70.8	-192.3	2	4
1628.319	08:31:46.319	37.298234618	-3.684927491	0.8	1	1	-0.160717	-0.186582	0.02201	-0.000335	-0.019026	-0.019026	42	36	212.5	0.	88.2	-193.7	2	4
1628.569	08:31:46.569	37.298274107	-3.684926043	0.8	1	1	-0.149905	-0.183221	0.02196	-0.000412	-0.023431	-0.023431	42	36	212.5	0.	88.2	-193.7	2	4
1628.819	08:31:46.819	37.298274107	-3.684926043	0.8	1	1	-0.153726	-0.185216	0.021919	-0.000476	-0.027131	-0.027131	42	36	212.5	0.	88.2	-193.7	2	4
1629.069	08:31:47.069	37.298352670	-3.684916940	0.8	1	1	-0.150892	-0.184453	0.021895	-0.000512	-0.029204	-0.029204	42	36	212.5	0.	88.2	-193.7	2	4
1629.319	08:31:47.319	37.298391204	-3.684909165	0.8	1	1	-0.156585	-0.186123	0.021856	-0.000572	-0.032724	-0.032724	43	37	218.8	0.	105.5	-192.	2	4
1629.569	08:31:47.569	37.298429390	-3.684899131	0.8	1	1	-0.156457	-0.187704	0.021822	-0.000623	-0.035708	-0.035708	43	37	218.8	0.	105.5	-192.	2	4
1629.819	08:31:47.819	37.298429390	-3.684899131	0.8	1	1	-0.164637	-0.191398	0.021796	-0.000662	-0.03797	-0.03797	43	37	218.8	0.	105.5	-192.	2	4
1630.069	08:31:48.069	37.298504538	-3.684872733	0.8	1	1	-0.15663	-0.189047	0.021769	-0.000703	-0.040359	-0.040359	43	37	218.8	0.	105.5	-192.	2	4
1630.319	08:31:48.319	37.298541139	-3.684856366	0.8	1	1	-0.163871	-0.191256	0.02177	-0.000702	-0.040316	-0.040316	45	38	223.4	0.	122.2	-187.2	2	4
1630.569	08:31:48.569	37.298576858	-3.684836494	0.8	1	1	-0.150499	-0.188582	0.021707	-0.000796	-0.045841	-0.045841	45	38	223.4	0.	122.2	-187.2	2	4
1630.819	08:31:48.819	37.298611955	-3.684815148	0.8	1	1	-0.161905	-0.192774	0.021685	-0.000829	-0.047773	-0.047773	45	38	223.4	0.	122.2	-187.2	2	4
1631.069	08:31:49.069	37.298646251	-3.684791991	0.8	1	1	-0.163043	-0.193739	0.021662	-0.000863	-0.049827	-0.049827	45	38	223.4	0.	122.2	-187.2	2	4
