Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:ke	GVF:s	GVF:traj	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:dist_wp	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_stage	NAVIGATION:cur_block
1818.319	08:34:56.319	37.299822797	-3.684625060	0.25	1	1	-0.00265	6e-06	0.045282	0.035683	3.152091	3.152091	13	224	317.6	0.	266.5	-172.5	2	4
1818.569	08:34:56.569	37.299812387	-3.684585926	0.25	1	1	-0.00707	-0.00254	0.044714	0.034078	3.048594	3.048594	13	224	317.6	0.	266.5	-172.5	2	4
1818.819	08:34:56.819	37.299812387	-3.684585926	0.25	1	1	-0.011564	-0.00517	0.044155	0.032542	2.947983	2.947983	14	225	306.3	0.	261.8	-158.7	2	4
1819.069	08:34:57.069	37.299792020	-3.684507323	0.25	1	1	-0.022254	-0.008857	0.043664	0.031229	2.86079	2.86079	14	225	306.3	0.	261.8	-158.7	2	4
1819.319	08:34:57.319	37.299781797	-3.684467062	0.25	1	1	-0.023175	-0.011022	0.043123	0.029817	2.765752	2.765752	14	225	306.3	0.	261.8	-158.7	2	4
1819.569	08:34:57.569	37.299771664	-3.684426689	0.25	1	1	-0.030419	-0.014092	0.042658	0.028633	2.684882	2.684882	14	225	306.3	0.	261.8	-158.7	2	4
1819.819	08:34:57.819	37.299771664	-3.684426689	0.25	1	1	-0.040251	-0.017986	0.042145	0.02736	2.596779	2.596779	15	226	295.3	0.	257.2	-144.5	2	4
1820.069	08:34:58.069	37.299751667	-3.684346397	0.25	1	1	-0.045235	-0.020667	0.041707	0.0263	2.522369	2.522369	15	226	295.3	0.	257.2	-144.5	2	4
1820.319	08:34:58.319	37.299751667	-3.684346397	0.25	1	1	-0.045675	-0.022812	0.041226	0.025166	2.441734	2.441734	15	226	295.3	0.	257.2	-144.5	2	4
1820.569	08:34:58.569	37.299731303	-3.684267230	0.25	1	1	-0.044827	-0.024699	0.040763	0.024098	2.364736	2.364736	15	226	295.3	0.	257.2	-144.5	2	4
1820.819	08:34:58.819	37.299731303	-3.684267230	0.25	1	1	-0.049581	-0.027315	0.040375	0.023226	2.301053	2.301053	16	227	284.7	0.	252.8	-130.5	2	4
1821.069	08:34:59.069	37.299710124	-3.684188733	0.25	1	1	-0.047093	-0.028932	0.039941	0.022273	2.230518	2.230518	16	227	284.7	0.	252.8	-130.5	2	4
1821.319	08:34:59.319	37.299710124	-3.684188733	0.25	1	1	-0.049257	-0.031429	0.039465	0.021251	2.153883	2.153883	16	227	284.7	0.	252.8	-130.5	2	4
1821.569	08:34:59.569	37.299685155	-3.684110878	0.25	1	1	-0.055171	-0.034979	0.039004	0.020289	2.080721	2.080721	16	227	284.7	0.	252.8	-130.5	2	4
1821.819	08:34:59.819	37.299685155	-3.684110878	0.25	1	1	-0.060225	-0.037731	0.038622	0.019511	2.02065	2.02065	18	228	273.7	0.	247.2	-116.7	2	4
1822.069	08:35:0.069	37.299661085	-3.684033483	0.25	1	1	-0.065823	-0.040808	0.038258	0.018784	1.96395	1.96395	18	228	273.7	0.	247.2	-116.7	2	4
1822.319	08:35:0.319	37.299649050	-3.683994785	0.25	1	1	-0.066173	-0.043291	0.03785	0.017988	1.901037	1.901037	18	228	273.7	0.	247.2	-116.7	2	4
1822.569	08:35:0.569	37.299636474	-3.683956083	0.25	1	1	-0.067721	-0.045495	0.037521	0.017362	1.8509	1.8509	18	228	273.7	0.	247.2	-116.7	2	4
1822.819	08:35:0.819	37.299623446	-3.683917602	0.25	1	1	-0.066342	-0.047326	0.037088	0.016555	1.78547	1.78547	19	229	262.9	0.	241.5	-103.1	2	4
1823.069	08:35:1.069	37.299610146	-3.683879457	0.25	1	1	-0.073501	-0.050672	0.036798	0.016025	1.741966	1.741966	19	229	262.9	0.	241.5	-103.1	2	4
1823.319	08:35:1.319	37.299596486	-3.683841197	0.25	1	1	-0.074626	-0.052727	0.036465	0.01543	1.692616	1.692616	19	229	262.9	0.	241.5	-103.1	2	4
1823.569	08:35:1.569	37.299582464	-3.683803045	0.25	1	1	-0.074069	-0.055041	0.03609	0.014774	1.637503	1.637503	19	229	262.9	0.	241.5	-103.1	2	4
1823.819	08:35:1.819	37.299567720	-3.683765226	0.25	1	1	-0.073703	-0.056594	0.035797	0.014273	1.594917	1.594917	20	230	252.3	0.	235.5	-89.6	2	4
1824.069	08:35:2.069	37.299552345	-3.683727288	0.25	1	1	-0.073266	-0.05922	0.035401	0.01361	1.537829	1.537829	20	230	252.3	0.	235.5	-89.6	2	4
1824.319	08:35:2.319	37.299536338	-3.683689570	0.25	1	1	-0.079117	-0.062243	0.035149	0.013196	1.501778	1.501778	20	230	252.3	0.	235.5	-89.6	2	4
1824.569	08:35:2.569	37.299520242	-3.683651739	0.25	1	1	-0.091077	-0.066537	0.034799	0.012634	1.452222	1.452222	20	230	252.3	0.	235.5	-89.6	2	4
1824.819	08:35:2.819	37.299503514	-3.683614014	0.25	1	1	-0.08677	-0.067944	0.03447	0.012116	1.40603	1.40603	21	231	240.8	0.	228.	-76.3	2	4
1825.069	08:35:3.069	37.299486332	-3.683576850	0.25	1	1	-0.084361	-0.069199	0.034222	0.011735	1.371613	1.371613	21	231	240.8	0.	228.	-76.3	2	4
1825.319	08:35:3.319	37.299468606	-3.683540132	0.25	1	1	-0.086718	-0.071425	0.033936	0.011302	1.332126	1.332126	21	231	240.8	0.	228.	-76.3	2	4
1825.569	08:35:3.569	37.299450516	-3.683504201	0.25	1	1	-0.08832	-0.073215	0.033611	0.010819	1.287573	1.287573	21	231	240.8	0.	228.	-76.3	2	4
1825.819	08:35:3.819	37.299431790	-3.683469054	0.25	1	1	-0.080964	-0.073482	0.033361	0.010457	1.253762	1.253762	21	231	240.8	0.	228.	-76.3	2	4
1826.069	08:35:4.069	37.299412518	-3.683434691	0.25	1	1	-0.081742	-0.074862	0.03313	0.010126	1.222619	1.222619	22	232	229.4	0.	220.	-63.5	2	4
1826.319	08:35:4.319	37.299392795	-3.683400550	0.25	1	1	-0.085155	-0.076646	0.032861	0.009749	1.186679	1.186679	22	232	229.4	0.	220.	-63.5	2	4
1826.569	08:35:4.569	37.299372888	-3.683367085	0.25	1	1	-0.086966	-0.078178	0.032613	0.009407	1.153825	1.153825	22	232	229.4	0.	220.	-63.5	2	4
1826.819	08:35:4.819	37.299352616	-3.683334293	0.25	1	1	-0.089389	-0.079555	0.03238	0.009092	1.123168	1.123168	24	233	217.9	0.	211.2	-51.6	2	4
1827.069	08:35:5.069	37.299331708	-3.683302286	0.25	1	1	-0.08809	-0.08059	0.032161	0.0088	1.09451	1.09451	24	233	217.9	0.	211.2	-51.6	2	4
1827.319	08:35:5.319	37.299310343	-3.683271515	0.25	1	1	-0.0798	-0.080869	0.031848	0.008391	1.053887	1.053887	24	233	217.9	0.	211.2	-51.6	2	4
1827.569	08:35:5.569	37.299288251	-3.683241641	0.25	1	1	-0.078991	-0.081952	0.031661	0.008152	1.029894	1.029894	24	233	217.9	0.	211.2	-51.6	2	4
1827.819	08:35:5.819	37.299265527	-3.683211986	0.25	1	1	-0.075256	-0.082901	0.031436	0.007868	1.001099	1.001099	24	233	217.9	0.	211.2	-51.6	2	4
1828.069	08:35:6.069	37.299242258	-3.683183116	0.25	1	1	-0.079004	-0.084452	0.03123	0.007612	0.974996	0.974996	25	234	206.1	0.	201.5	-40.8	2	4
1828.319	08:35:6.319	37.299218536	-3.683154581	0.25	1	1	-0.085983	-0.088274	0.030941	0.00726	0.938569	0.938569	25	234	206.1	0.	201.5	-40.8	2	4
1828.569	08:35:6.569	37.299194362	-3.683126268	0.25	1	1	-0.092773	-0.090784	0.030771	0.007058	0.917432	0.917432	25	234	206.1	0.	201.5	-40.8	2	4
1828.819	08:35:6.819	37.299169646	-3.683098175	0.25	1	1	-0.099252	-0.093773	0.030576	0.006828	0.893197	0.893197	25	234	206.1	0.	201.5	-40.8	2	4
1829.069	08:35:7.069	37.299144292	-3.683071317	0.25	1	1	-0.08791	-0.093148	0.03034	0.006554	0.864021	0.864021	26	235	193.7	0.	190.8	-30.8	2	4
1829.319	08:35:7.319	37.299118211	-3.683045469	0.25	1	1	-0.088581	-0.094758	0.030168	0.006358	0.842989	0.842989	26	235	193.7	0.	190.8	-30.8	2	4
1829.569	08:35:7.569	37.299091766	-3.683020294	0.25	1	1	-0.094256	-0.096541	0.02996	0.006124	0.817636	0.817636	26	235	193.7	0.	190.8	-30.8	2	4
1829.819	08:35:7.819	37.299064863	-3.682996243	0.25	1	1	-0.087925	-0.09628	0.029813	0.005961	0.79983	0.79983	26	235	193.7	0.	190.8	-30.8	2	4
1830.069	08:35:8.069	37.299037413	-3.682973429	0.25	1	1	-0.083841	-0.09664	0.029581	0.005708	0.771903	0.771903	27	236	181.1	0.	179.2	-21.9	2	4
1830.319	08:35:8.319	37.299009687	-3.682951402	0.25	1	1	-0.086589	-0.097964	0.029414	0.005529	0.751938	0.751938	27	236	181.1	0.	179.2	-21.9	2	4
1830.569	08:35:8.569	37.298981685	-3.682930388	0.25	1	1	-0.088481	-0.098987	0.029243	0.00535	0.731734	0.731734	27	236	181.1	0.	179.2	-21.9	2	4
1830.819	08:35:8.819	37.298953498	-3.682910387	0.25	1	1	-0.088791	-0.099927	0.029041	0.005139	0.707809	0.707809	27	236	181.1	0.	179.2	-21.9	2	4
1831.069	08:35:9.069	37.298924944	-3.682891286	0.25	1	1	-0.090004	-0.101268	0.028859	0.004953	0.686512	0.686512	28	237	167.9	0.	166.8	-14.4	2	4
1831.319	08:35:9.319	37.298896024	-3.682873085	0.25	1	1	-0.089468	-0.10178	0.028686	0.004779	0.66636	0.66636	28	237	167.9	0.	166.8	-14.4	2	4
1831.569	08:35:9.569	37.298866920	-3.682855784	0.25	1	1	-0.094952	-0.103919	0.028521	0.004615	0.647244	0.647244	28	237	167.9	0.	166.8	-14.4	2	4
1831.819	08:35:9.819	37.298837448	-3.682839496	0.25	1	1	-0.088575	-0.10321	0.028403	0.0045	0.633665	0.633665	28	237	167.9	0.	166.8	-14.4	2	4
1832.069	08:35:10.069	37.298807699	-3.682824446	0.25	1	1	-0.091938	-0.105067	0.028186	0.00429	0.608813	0.608813	30	238	151.	0.	150.2	-6.8	2	4
1832.319	08:35:10.319	37.298777854	-3.682810524	0.25	1	1	-0.083613	-0.104199	0.028073	0.004182	0.595858	0.595858	30	238	151.	0.	150.2	-6.8	2	4
1832.569	08:35:10.569	37.298747643	-3.682797501	0.25	1	1	-0.093175	-0.106434	0.027897	0.004016	0.575896	0.575896	30	238	151.	0.	150.2	-6.8	2	4
1832.819	08:35:10.819	37.298717606	-3.682785382	0.25	1	1	-0.103188	-0.108311	0.027776	0.003904	0.562283	0.562283	30	238	151.	0.	150.2	-6.8	2	4
1833.069	08:35:11.069	37.298687205	-3.682774163	0.25	1	1	-0.104103	-0.110287	0.027627	0.003768	0.54559	0.54559	31	239	137.6	0.	137.	-2.5	2	4
1833.319	08:35:11.319	37.298656526	-3.682763956	0.25	1	1	-0.100549	-0.110272	0.027509	0.003661	0.532381	0.532381	31	239	137.6	0.	137.	-2.5	2	4
1833.569	08:35:11.569	37.298625751	-3.682754990	0.25	1	1	-0.101227	-0.111217	0.027365	0.003532	0.516353	0.516353	31	239	137.6	0.	137.	-2.5	2	4
1833.819	08:35:11.819	37.298594789	-3.682747038	0.25	1	1	-0.103309	-0.112057	0.027234	0.003417	0.501876	0.501876	31	239	137.6	0.	137.	-2.5	2	4
1834.069	08:35:12.069	37.298563732	-3.682739987	0.25	1	1	-0.107652	-0.114102	0.027126	0.003324	0.490088	0.490088	32	240	124.1	0.	123.5	0.4	2	4
1834.319	08:35:12.319	37.298532399	-3.682733950	0.25	1	1	-0.110065	-0.114719	0.027012	0.003225	0.477587	0.477587	32	240	124.1	0.	123.5	0.4	2	4
1834.569	08:35:12.569	37.298501240	-3.682728929	0.25	1	1	-0.108275	-0.114913	0.026896	0.003126	0.464906	0.464906	32	240	124.1	0.	123.5	0.4	2	4
1834.819	08:35:12.819	37.298470074	-3.682725263	0.25	1	1	-0.110584	-0.115627	0.026785	0.003032	0.45283	0.45283	32	240	124.1	0.	123.5	0.4	2	4
1835.069	08:35:13.069	37.298438810	-3.682722836	0.25	1	1	-0.107234	-0.115798	0.026664	0.002931	0.439693	0.439693	33	241	110.1	0.	109.5	1.8	2	4
1835.319	08:35:13.319	37.298407538	-3.682721764	0.25	1	1	-0.097758	-0.114917	0.026547	0.002835	0.42712	0.42712	33	241	110.1	0.	109.5	1.8	2	4
1835.569	08:35:13.569	37.298376349	-3.682721933	0.25	1	1	-0.104677	-0.117216	0.026429	0.002738	0.414423	0.414423	33	241	110.1	0.	109.5	1.8	2	4
1835.819	08:35:13.819	37.298345243	-3.682723457	0.25	1	1	-0.098732	-0.116371	0.026325	0.002654	0.403319	0.403319	33	241	110.1	0.	109.5	1.8	2	4
1836.069	08:35:14.069	37.298314221	-3.682725885	0.25	1	1	-0.106348	-0.117732	0.026213	0.002565	0.391405	0.391405	34	242	96.4	0.	95.8	1.5	2	4
1836.319	08:35:14.319	37.298283195	-3.682729215	0.25	1	1	-0.11329	-0.120624	0.026113	0.002486	0.380849	0.380849	34	242	96.4	0.	95.8	1.5	2	4
1836.569	08:35:14.569	37.298252341	-3.682733788	0.25	1	1	-0.103827	-0.118842	0.026011	0.002406	0.370041	0.370041	34	242	96.4	0.	95.8	1.5	2	4
1836.819	08:35:14.819	37.298221751	-3.682739604	0.25	1	1	-0.099691	-0.118841	0.025913	0.002331	0.359761	0.359761	34	242	96.4	0.	95.8	1.5	2	4
1837.069	08:35:15.069	37.298191244	-3.682746549	0.25	1	1	-0.108869	-0.120798	0.025821	0.00226	0.350163	0.350163	36	243	82.6	0.	82.	-0.4	2	4
1837.319	08:35:15.319	37.298160910	-3.682754850	0.25	1	1	-0.102109	-0.121371	0.025721	0.002184	0.339709	0.339709	36	243	82.6	0.	82.	-0.4	2	4
1837.569	08:35:15.569	37.298130748	-3.682764507	0.25	1	1	-0.097755	-0.120856	0.025619	0.002107	0.329029	0.329029	36	243	82.6	0.	82.	-0.4	2	4
1837.819	08:35:15.819	37.298100941	-3.682775182	0.25	1	1	-0.100369	-0.12185	0.025527	0.00204	0.319593	0.319593	36	243	82.6	0.	82.	-0.4	2	4
1838.069	08:35:16.069	37.298071668	-3.682786990	0.25	1	1	-0.097345	-0.121394	0.025426	0.001965	0.309102	0.309102	37	244	69.4	0.	68.8	-4.1	2	4
1838.319	08:35:16.319	37.298042658	-3.682800154	0.25	1	1	-0.099028	-0.122745	0.02533	0.001895	0.299216	0.299216	37	244	69.4	0.	68.8	-4.1	2	4
1838.569	08:35:16.569	37.298014094	-3.682814113	0.25	1	1	-0.1014	-0.123207	0.025247	0.001835	0.290772	0.290772	37	244	69.4	0.	68.8	-4.1	2	4
1838.819	08:35:16.819	37.297985703	-3.682829314	0.25	1	1	-0.101981	-0.124723	0.025152	0.001768	0.281097	0.281097	37	244	69.4	0.	68.8	-4.1	2	4
1839.069	08:35:17.069	37.297957485	-3.682845645	0.25	1	1	-0.110098	-0.128002	0.025047	0.001693	0.270414	0.270414	38	245	57.5	0.	56.2	-9.4	2	4
1839.319	08:35:17.319	37.297929532	-3.682863106	0.25	1	1	-0.114657	-0.129282	0.024978	0.001645	0.26342	0.26342	38	245	57.5	0.	56.2	-9.4	2	4
1839.569	08:35:17.569	37.297902023	-3.682881587	0.25	1	1	-0.112819	-0.128735	0.024894	0.001587	0.254949	0.254949	38	245	57.5	0.	56.2	-9.4	2	4
1839.819	08:35:17.819	37.297874961	-3.682900862	0.25	1	1	-0.118765	-0.130861	0.024818	0.001534	0.247289	0.247289	38	245	57.5	0.	56.2	-9.4	2	4
1840.069	08:35:18.069	37.297848252	-3.682921268	0.25	1	1	-0.118091	-0.131271	0.024758	0.001493	0.241242	0.241242	39	246	47.2	0.	44.	-16.2	2	4
1840.319	08:35:18.319	37.297821898	-3.682942806	0.25	1	1	-0.115698	-0.131759	0.02467	0.001434	0.23246	0.23246	39	246	47.2	0.	44.	-16.2	2	4
1840.569	08:35:18.569	37.297796256	-3.682965817	0.25	1	1	-0.11797	-0.13347	0.024617	0.001398	0.227132	0.227132	39	246	47.2	0.	44.	-16.2	2	4
1840.819	08:35:18.819	37.297771148	-3.682990074	0.25	1	1	-0.115708	-0.133903	0.024536	0.001344	0.219085	0.219085	39	246	47.2	0.	44.	-16.2	2	4
1841.069	08:35:19.069	37.297746845	-3.683015353	0.25	1	1	-0.114286	-0.134716	0.024437	0.001278	0.209246	0.209246	40	247	41.3	0.	33.	-24.6	2	4
1841.319	08:35:19.319	37.297723165	-3.683041993	0.25	1	1	-0.115581	-0.13604	0.024379	0.001241	0.203563	0.203563	40	247	41.3	0.	33.	-24.6	2	4
1841.569	08:35:19.569	37.297700110	-3.683069653	0.25	1	1	-0.110521	-0.135695	0.024297	0.001187	0.19547	0.19547	40	247	41.3	0.	33.	-24.6	2	4
1841.819	08:35:19.819	37.297678041	-3.683098450	0.25	1	1	-0.110871	-0.136709	0.024229	0.001143	0.188744	0.188744	40	247	41.3	0.	33.	-24.6	2	4
1842.069	08:35:20.069	37.297656505	-3.683128381	0.25	1	1	-0.119495	-0.1402	0.024127	0.001078	0.1788	0.1788	42	248	41.5	0.	23.	-34.7	2	4
1842.319	08:35:20.319	37.297635685	-3.683159333	0.25	1	1	-0.113907	-0.139655	0.024046	0.001027	0.170853	0.170853	42	248	41.5	0.	23.	-34.7	2	4
1842.569	08:35:20.569	37.297616030	-3.683191425	0.25	1	1	-0.112132	-0.139974	0.023981	0.000986	0.164534	0.164534	42	248	41.5	0.	23.	-34.7	2	4
1842.819	08:35:20.819	37.297616030	-3.683191425	0.25	1	1	-0.116874	-0.141198	0.023934	0.000958	0.16004	0.16004	42	248	41.5	0.	23.	-34.7	2	4
1843.069	08:35:21.069	37.297579500	-3.683258115	0.25	1	1	-0.118058	-0.142571	0.02386	0.000912	0.152812	0.152812	43	249	48.	0.	14.2	-46.3	2	4
1843.319	08:35:21.319	37.297562444	-3.683292712	0.25	1	1	-0.124258	-0.144888	0.023759	0.00085	0.143116	0.143116	43	249	48.	0.	14.2	-46.3	2	4
1843.569	08:35:21.569	37.297546464	-3.683328334	0.25	1	1	-0.109181	-0.143317	0.023682	0.000804	0.135736	0.135736	43	249	48.	0.	14.2	-46.3	2	4
1843.819	08:35:21.819	37.297531740	-3.683364983	0.25	1	1	-0.108721	-0.144175	0.023578	0.000741	0.125744	0.125744	43	249	48.	0.	14.2	-46.3	2	4
1844.069	08:35:22.069	37.297518004	-3.683402318	0.25	1	1	-0.115842	-0.146773	0.023487	0.000688	0.117108	0.117108	44	250	59.1	0.	7.8	-59.1	2	4
1844.319	08:35:22.319	37.297504984	-3.683440449	0.25	1	1	-0.118101	-0.147943	0.023435	0.000657	0.112166	0.112166	44	250	59.1	0.	7.8	-59.1	2	4
1844.569	08:35:22.569	37.297493132	-3.683479267	0.25	1	1	-0.114787	-0.148985	0.023352	0.000609	0.104308	0.104308	44	250	59.1	0.	7.8	-59.1	2	4
1844.819	08:35:22.819	37.297482358	-3.683518773	0.25	1	1	-0.128017	-0.152192	0.023296	0.000576	0.098939	0.098939	44	250	59.1	0.	7.8	-59.1	2	4
1845.069	08:35:23.069	37.297472390	-3.683559188	0.25	1	1	-0.124225	-0.153697	0.023212	0.000528	0.091073	0.091073	45	251	72.5	0.	2.8	-73.	2	4
1845.319	08:35:23.319	37.297464040	-3.683600182	0.25	1	1	-0.124256	-0.154914	0.023101	0.000466	0.080691	0.080691	45	251	72.5	0.	2.8	-73.	2	4
1845.569	08:35:23.569	37.297464040	-3.683600182	0.25	1	1	-0.131559	-0.155926	0.023083	0.000456	0.078942	0.078942	45	251	72.5	0.	2.8	-73.	2	4
1845.819	08:35:23.819	37.297456589	-3.683641861	0.25	1	1	-0.132747	-0.157676	0.023043	0.000433	0.075226	0.075226	45	251	72.5	0.	2.8	-73.	2	4
1846.069	08:35:24.069	37.297450397	-3.683683890	0.25	1	1	-0.131581	-0.159719	0.022917	0.000364	0.063503	0.063503	46	252	87.3	0.	0.	-87.9	2	4
1846.319	08:35:24.319	37.297445733	-3.683726723	0.25	1	1	-0.128795	-0.160565	0.022827	0.000315	0.055127	0.055127	46	252	87.3	0.	0.	-87.9	2	4
1846.569	08:35:24.569	37.297442418	-3.683769906	0.25	1	1	-0.132158	-0.161744	0.022837	0.00032	0.056088	0.056088	46	252	87.3	0.	0.	-87.9	2	4
1846.819	08:35:24.819	37.297440635	-3.683813442	0.25	1	1	-0.135129	-0.163063	0.022764	0.000281	0.049325	0.049325	46	252	87.3	0.	0.	-87.9	2	4
1847.069	08:35:25.069	37.297440472	-3.683857105	0.25	1	1	-0.141166	-0.166528	0.022607	0.000197	0.034926	0.034926	48	253	102.8	0.	-0.2	-103.4	2	4
1847.319	08:35:25.319	37.297441300	-3.683901116	0.25	1	1	-0.140631	-0.167667	0.022553	0.000169	0.029985	0.029985	48	253	102.8	0.	-0.2	-103.4	2	4
1847.569	08:35:25.569	37.297443838	-3.683945368	0.25	1	1	-0.145156	-0.168952	0.02254	0.000162	0.028827	0.028827	48	253	102.8	0.	-0.2	-103.4	2	4
1847.819	08:35:25.819	37.297447729	-3.683989519	0.25	1	1	-0.147656	-0.171535	0.022447	0.000114	0.020354	0.020354	48	253	102.8	0.	-0.2	-103.4	2	4
1848.069	08:35:26.069	37.297452972	-3.684033795	0.25	1	1	-0.146186	-0.171764	0.022457	0.000119	0.021272	0.021272	49	254	118.4	0.	1.5	-119.	2	4
1848.319	08:35:26.319	37.297459837	-3.684078086	0.25	1	1	-0.153053	-0.174564	0.02239	8.5e-05	0.015167	0.015167	49	254	118.4	0.	1.5	-119.	2	4
1848.569	08:35:26.569	37.297468054	-3.684122277	0.25	1	1	-0.15673	-0.176613	0.022304	4.1e-05	0.007381	0.007381	49	254	118.4	0.	1.5	-119.	2	4
1848.819	08:35:26.819	37.297477805	-3.684166368	0.25	1	1	-0.160141	-0.177817	0.022263	2.1e-05	0.003689	0.003689	49	254	118.4	0.	1.5	-119.	2	4
1849.069	08:35:27.069	37.297489090	-3.684210135	0.25	1	1	-0.165549	-0.17936	0.022265	2.1e-05	0.003859	0.003859	50	255	134.1	0.	6.2	-134.6	2	4
1849.319	08:35:27.319	37.297501999	-3.684253466	0.25	1	1	-0.171333	-0.183091	0.022137	-4.2e-05	-0.007648	-0.007648	50	255	134.1	0.	6.2	-134.6	2	4
1849.569	08:35:27.569	37.297516353	-3.684296471	0.25	1	1	-0.169982	-0.183517	0.022106	-5.8e-05	-0.010436	-0.010436	50	255	134.1	0.	6.2	-134.6	2	4
1849.819	08:35:27.819	37.297532424	-3.684338701	0.25	1	1	-0.17821	-0.185711	0.022114	-5.4e-05	-0.009688	-0.009688	50	255	134.1	0.	6.2	-134.6	2	4
1850.069	08:35:28.069	37.297568721	-3.684421621	0.25	1	1	-0.178323	-0.186981	0.022061	-8e-05	-0.014458	-0.014458	51	256	149.5	0.	14.	-149.4	2	4
1850.319	08:35:28.319	37.297589041	-3.684461634	0.25	1	1	-0.176524	-0.18748	0.022038	-9.1e-05	-0.016544	-0.016544	51	256	149.5	0.	14.	-149.4	2	4
1850.569	08:35:28.569	37.297611171	-3.684500422	0.25	1	1	-0.176383	-0.187483	0.022007	-0.000106	-0.01924	-0.01924	51	256	149.5	0.	14.	-149.4	2	4
1850.819	08:35:28.819	37.297611171	-3.684500422	0.25	1	1	-0.180979	-0.19007	0.021955	-0.000131	-0.023867	-0.023867	51	256	149.5	0.	14.	-149.4	2	4
1851.069	08:35:29.069	37.297659507	-3.684574537	0.25	1	1	-0.181197	-0.190866	0.021935	-0.000141	-0.025719	-0.025719	52	257	164.2	0.	24.2	-162.9	2	4
1851.319	08:35:29.319	37.297685805	-3.684609414	0.25	1	1	-0.1807	-0.191086	0.021902	-0.000156	-0.028577	-0.028577	52	257	164.2	0.	24.2	-162.9	2	4
1851.569	08:35:29.569	37.297713104	-3.684642833	0.25	1	1	-0.182145	-0.190123	0.021931	-0.000143	-0.026054	-0.026054	52	257	164.2	0.	24.2	-162.9	2	4
1851.819	08:35:29.819	37.297713104	-3.684642833	0.25	1	1	-0.180242	-0.191077	0.021905	-0.000155	-0.028329	-0.028329	52	257	164.2	0.	24.2	-162.9	2	4
1852.069	08:35:30.069	37.297772059	-3.684704408	0.25	1	1	-0.175606	-0.190171	0.021856	-0.000178	-0.03265	-0.03265	54	258	177.7	0.	36.8	-174.3	2	4
1852.319	08:35:30.319	37.297803355	-3.684732447	0.25	1	1	-0.179766	-0.190975	0.021823	-0.000194	-0.035589	-0.035589	54	258	177.7	0.	36.8	-174.3	2	4
1852.569	08:35:30.569	37.297835293	-3.684758575	0.25	1	1	-0.178843	-0.190578	0.021808	-0.000201	-0.036912	-0.036912	54	258	177.7	0.	36.8	-174.3	2	4
1852.819	08:35:30.819	37.297868234	-3.684782680	0.25	1	1	-0.176058	-0.190745	0.021809	-0.000201	-0.036881	-0.036881	54	258	177.7	0.	36.8	-174.3	2	4
1853.069	08:35:31.069	37.297902087	-3.684804989	0.25	1	1	-0.181219	-0.191486	0.021765	-0.000222	-0.040719	-0.040719	55	259	189.7	0.	51.2	-183.1	2	4
1853.319	08:35:31.319	37.297936764	-3.684825049	0.25	1	1	-0.176135	-0.190348	0.021753	-0.000227	-0.041757	-0.041757	55	259	189.7	0.	51.2	-183.1	2	4
1853.569	08:35:31.569	37.297972264	-3.684843085	0.25	1	1	-0.185331	-0.192035	0.021701	-0.000251	-0.046348	-0.046348	55	259	189.7	0.	51.2	-183.1	2	4
1853.819	08:35:31.819	37.298008046	-3.684859092	0.25	1	1	-0.184306	-0.191226	0.021709	-0.000248	-0.045628	-0.045628	55	259	189.7	0.	51.2	-183.1	2	4
1854.069	08:35:32.069	37.298044020	-3.684873184	0.25	1	1	-0.179712	-0.190823	0.021676	-0.000263	-0.048514	-0.048514	56	260	200.3	0.	67.2	-189.	2	4
1854.319	08:35:32.319	37.298080640	-3.684884686	0.25	1	1	-0.172859	-0.189385	0.021681	-0.000261	-0.048075	-0.048075	56	260	200.3	0.	67.2	-189.	2	4
1854.569	08:35:32.569	37.298117906	-3.684893486	0.25	1	1	-0.173105	-0.189625	0.021653	-0.000274	-0.050593	-0.050593	56	260	200.3	0.	67.2	-189.	2	4
1854.819	08:35:32.819	37.298155634	-3.684900372	0.25	1	1	-0.173757	-0.190199	0.021632	-0.000284	-0.052456	-0.052456	56	260	200.3	0.	67.2	-189.	2	4
1855.069	08:35:33.069	37.298195274	-3.684904004	0.25	1	1	-0.173158	-0.191347	0.021568	-0.000313	-0.057981	-0.057981	57	261	208.8	0.	83.8	-191.6	2	4
1855.319	08:35:33.319	37.298234290	-3.684906389	0.25	1	1	-0.168121	-0.189709	0.021555	-0.000319	-0.059164	-0.059164	57	261	208.8	0.	83.8	-191.6	2	4
1855.569	08:35:33.569	37.298272958	-3.684906514	0.25	1	1	-0.171222	-0.190368	0.021536	-0.000327	-0.060807	-0.060807	57	261	208.8	0.	83.8	-191.6	2	4
1855.819	08:35:33.819	37.298311369	-3.684904380	0.25	1	1	-0.168618	-0.191051	0.021518	-0.000335	-0.062351	-0.062351	57	261	208.8	0.	83.8	-191.6	2	4
1856.069	08:35:34.069	37.298350068	-3.684899202	0.25	1	1	-0.15961	-0.189941	0.021498	-0.000345	-0.064115	-0.064115	57	261	208.8	0.	83.8	-191.6	2	4
