Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:ke	GVF:s	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	DATALINK_REPORT:downlink_ovrn	DATALINK_REPORT:uplink_rate	DATALINK_REPORT:downlink_rate	DATALINK_REPORT:downlink_nb_msgs	DATALINK_REPORT:uplink_nb_msgs	DATALINK_REPORT:uplink_lost_time	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_block	GPS:speed	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
340.273	08:54:24.273	37.298263033	-3.683161510	0.8	1	-0.31768	0.110546	0.016655	-0.00584	-0.438301	-0.438301	0	0	1199	4527	50	4	9	8	90.6	80.5	-40.9	4	1372	0.274766	0.513562	0.411548
340.523	08:54:24.523	37.298263033	-3.683161510	0.8	1	-0.401316	0.070393	0.017082	-0.005591	-0.409094	-0.409094	0	0	1199	4527	50	4	10	9	99.9	93.	-35.4	4	1372	0.274766	0.513562	0.411548
340.773	08:54:24.773	37.298314286	-3.683120790	0.8	1	-0.471251	0.03161	0.017586	-0.005258	-0.373721	-0.373721	0	0	1199	4527	50	4	10	9	99.9	93.	-35.4	4	1341	0.25061	0.649976	0.404838
341.023	08:54:25.023	37.298337500	-3.683096742	0.8	1	-0.533867	-0.006893	0.018167	-0.00482	-0.331637	-0.331637	0	0	1199	4527	50	4	10	9	99.9	93.	-35.4	4	1325	0.25061	0.649976	0.404838
341.273	08:54:25.273	37.298358832	-3.683070984	0.8	1	-0.584061	-0.041297	0.018804	-0.004272	-0.283958	-0.283958	0	0	1199	4527	50	4	10	9	99.9	93.	-35.4	4	1299	0.254941	0.843055	0.403117
341.523	08:54:25.523	37.298377921	-3.683043175	0.8	1	-0.635125	-0.077602	0.019484	-0.003605	-0.231267	-0.231267	0	0	1199	4527	50	4	11	10	106.8	103.	-26.6	4	1291	0.254941	0.843055	0.403117
341.773	08:54:25.773	37.298377921	-3.683043175	0.8	1	-0.689681	-0.117363	0.020209	-0.002796	-0.172942	-0.172942	0	0	1199	4527	50	4	11	10	106.8	103.	-26.6	4	1291	0.22934	1.07445	0.524553
342.023	08:54:26.023	37.298395039	-3.683013317	0.8	1	-0.732203	-0.15025	0.02095	-0.001864	-0.11122	-0.11122	0	0	1199	4527	50	4	11	10	106.8	103.	-26.6	4	1289	0.22934	1.07445	0.524553
342.273	08:54:26.273	37.298409552	-3.682982081	0.8	1	-0.78141	-0.18845	0.021708	-0.000794	-0.045733	-0.045733	0	0	1199	4527	50	4	11	10	106.8	103.	-26.6	4	1269	0.231464	1.231819	0.482825
342.523	08:54:26.523	37.298421190	-3.682949014	0.8	1	-0.812557	-0.214785	0.02249	0.000435	0.0242	0.0242	0	0	1199	4527	50	4	12	11	110.1	108.5	-15.2	4	1267	0.231464	1.231819	0.482825
342.773	08:54:26.773	37.298429320	-3.682914787	0.8	1	-0.830041	-0.230866	0.023255	0.00177	0.095148	0.095148	0	0	1199	4527	50	4	12	11	110.1	108.5	-15.2	4	1248	0.229248	1.474855	0.479133
343.023	08:54:27.023	37.298434839	-3.682879973	0.8	1	-0.84466	-0.244749	0.024029	0.003253	0.16921	0.16921	0	0	1199	4527	50	4	12	11	110.1	108.5	-15.2	4	1231	0.229248	1.474855	0.479133
343.273	08:54:27.273	37.298437201	-3.682845468	0.8	1	-0.849763	-0.251721	0.024757	0.004776	0.241136	0.241136	0	0	1199	4527	50	4	12	11	110.1	108.5	-15.2	4	1211	0.224506	1.669503	0.521083
343.523	08:54:27.523	37.298436495	-3.682811613	0.8	1	-0.845785	-0.250641	0.025423	0.006282	0.308849	0.308849	0	0	1199	4527	50	4	13	12	109.4	108.8	-3.1	4	1194	0.224506	1.669503	0.521083
343.773	08:54:27.773	37.298432896	-3.682779198	0.8	1	-0.839239	-0.248253	0.026063	0.00783	0.375523	0.375523	0	0	1199	4527	50	4	13	12	109.4	108.8	-3.1	4	1172	0.198389	1.907023	0.493815
344.023	08:54:28.023	37.298426407	-3.682747885	0.8	1	-0.824909	-0.243709	0.026683	0.009429	0.441729	0.441729	0	0	1199	4527	50	4	13	12	109.4	108.8	-3.1	4	1164	0.198389	1.907023	0.493815
344.273	08:54:28.273	37.298417026	-3.682717788	0.8	1	-0.793183	-0.23094	0.027219	0.010894	0.500275	0.500275	0	0	1199	4527	50	4	13	12	109.4	108.8	-3.1	4	1165	0.211522	2.130538	0.424408
344.523	08:54:28.523	37.298404295	-3.682690142	0.8	1	-0.7671	-0.218984	0.02771	0.012302	0.55493	0.55493	0	0	1199	4527	50	4	15	13	104.9	104.	6.9	4	1155	0.211522	2.130538	0.424408
344.773	08:54:28.773	37.298388844	-3.682665405	0.8	1	-0.733634	-0.205822	0.028137	0.013577	0.603182	0.603182	0	0	1199	4527	50	4	15	13	104.9	104.	6.9	4	1151	0.081806	2.315896	0.080923
345.023	08:54:29.023	37.298370585	-3.682643013	0.8	1	-0.737858	-0.20716	0.028546	0.014846	0.650081	0.650081	0	0	1217	4671	51	4	15	13	104.9	104.	6.9	4	1156	0.081806	2.315896	0.080923
345.273	08:54:29.273	37.298350695	-3.682622185	0.8	1	-0.749122	-0.210812	0.028966	0.0162	0.699068	0.699068	0	0	1217	4671	51	4	15	13	104.9	104.	6.9	4	1194	-0.034224	2.361028	0.294231
345.523	08:54:29.523	37.298329452	-3.682601345	0.8	1	-0.759336	-0.215652	0.029397	0.017636	0.749925	0.749925	0	0	1217	4671	51	4	16	14	96.5	94.8	14.4	4	1238	-0.034224	2.361028	0.294231
345.773	08:54:29.773	37.298306948	-3.682580381	0.8	1	-0.737796	-0.207237	0.029809	0.019063	0.799384	0.799384	0	0	1217	4671	51	4	16	14	96.5	94.8	14.4	4	1296	-0.028166	2.702696	0.643863
346.023	08:54:30.023	37.298282545	-3.682560641	0.8	1	-0.708997	-0.19921	0.030169	0.020348	0.843082	0.843082	0	0	1217	4671	51	4	16	14	96.5	94.8	14.4	4	1333	-0.028166	2.702696	0.643863
346.273	08:54:30.273	37.298255599	-3.682544037	0.8	1	-0.631655	-0.173154	0.030441	0.021346	0.876519	0.876519	0	0	1217	4671	51	4	16	14	96.5	94.8	14.4	4	1397	0.032878	2.998795	0.635304
346.523	08:54:30.523	37.298226010	-3.682532487	0.8	1	-0.551961	-0.146394	0.030593	0.021909	0.895202	0.895202	0	0	1217	4671	51	4	17	15	85.1	82.2	19.	4	1442	0.032878	2.998795	0.635304
346.773	08:54:30.773	37.298194399	-3.682527688	0.8	1	-0.473006	-0.120294	0.030629	0.022048	0.899771	0.899771	0	0	1217	4671	51	4	17	15	85.1	82.2	19.	4	1470	0.050741	-3.07968	0.478711
347.023	08:54:31.023	37.298162121	-3.682529315	0.8	1	-0.403991	-0.099376	0.030561	0.021789	0.891238	0.891238	0	0	1217	4671	51	4	17	15	85.1	82.2	19.	4	1479	0.050741	-3.07968	0.478711
347.273	08:54:31.273	37.298129900	-3.682536470	0.8	1	-0.392475	-0.097557	0.030456	0.0214	0.878321	0.878321	0	0	1217	4671	51	4	17	15	85.1	82.2	19.	4	1496	0.038708	-2.968636	0.047733
347.523	08:54:31.523	37.298097842	-3.682546787	0.8	1	-0.399237	-0.101329	0.030378	0.021112	0.868725	0.868725	0	0	1217	4671	51	4	18	16	70.4	67.8	16.2	4	1510	0.038708	-2.968636	0.047733
347.773	08:54:31.773	37.298065505	-3.682558341	0.8	1	-0.412582	-0.107276	0.030284	0.020768	0.857202	0.857202	0	0	1217	4671	51	4	18	16	70.4	67.8	16.2	4	1522	0.014069	-2.90421	0.018567
348.023	08:54:32.023	37.298032985	-3.682570684	0.8	1	-0.429409	-0.114801	0.030203	0.02047	0.847188	0.847188	0	0	1217	4671	51	4	18	16	70.4	67.8	16.2	4	1526	0.014069	-2.90421	0.018567
348.273	08:54:32.273	37.298000461	-3.682583479	0.8	1	-0.440683	-0.120434	0.030158	0.020308	0.841752	0.841752	0	0	1217	4671	51	4	18	16	70.4	67.8	16.2	4	1542	0.002699	-2.897702	0.075201
348.523	08:54:32.523	37.297967392	-3.682597171	0.8	1	-0.459434	-0.128259	0.030118	0.020165	0.836918	0.836918	0	0	1217	4671	51	4	19	17	55.4	53.5	11.4	4	1566	0.002699	-2.897702	0.075201
348.773	08:54:32.773	37.297934140	-3.682611200	0.8	1	-0.476272	-0.134171	0.030127	0.020196	0.837971	0.837971	0	0	1217	4671	51	4	19	17	55.4	53.5	11.4	4	1581	0.002699	-2.897702	0.075201
349.023	08:54:33.023	37.297900706	-3.682625565	0.8	1	-0.483894	-0.136413	0.030133	0.020217	0.83867	0.83867	0	0	1217	4671	51	4	19	17	55.4	53.5	11.4	4	1585	0.081913	-2.835362	0.053503
349.273	08:54:33.273	37.297867449	-3.682640497	0.8	1	-0.497822	-0.140654	0.030146	0.020263	0.840228	0.840228	0	0	1217	4671	51	4	19	17	55.4	53.5	11.4	4	1579	0.081913	-2.835362	0.053503
349.523	08:54:33.523	37.297834550	-3.682655883	0.8	1	-0.514686	-0.144446	0.030214	0.02051	0.848535	0.848535	0	0	1217	4671	51	4	21	18	39.9	38.8	5.9	4	1573	0.155849	-2.832468	0.071293
349.773	08:54:33.773	37.297801831	-3.682671383	0.8	1	-0.516033	-0.142094	0.030265	0.020697	0.854811	0.854811	0	0	1217	4671	51	4	21	18	39.9	38.8	5.9	4	1555	0.155849	-2.832468	0.071293
350.023	08:54:34.023	37.297770367	-3.682687910	0.8	1	-0.522421	-0.140302	0.030329	0.020931	0.862658	0.862658	0	0	1213	4816	52	4	21	18	39.9	38.8	5.9	4	1521	0.229341	-2.771576	0.047537
350.273	08:54:34.273	37.297739536	-3.682704330	0.8	1	-0.522421	-0.140302	0.030329	0.020931	0.862658	0.862658	0	0	1213	4816	52	4	21	18	39.9	38.8	5.9	4	1472	0.229341	-2.771576	0.047537
350.523	08:54:34.523	37.297710142	-3.682721440	0.8	1	-0.552457	-0.144858	0.030486	0.021513	0.882058	0.882058	0	0	1213	4816	52	4	22	19	26.1	25.5	-0.1	4	1430	0.190462	-2.74473	0.064625
350.773	08:54:34.773	37.297681470	-3.682738444	0.8	1	-0.564435	-0.147861	0.0306	0.021938	0.896159	0.896159	0	0	1213	4816	52	4	22	19	26.1	25.5	-0.1	4	1423	0.190462	-2.74473	0.064625
351.023	08:54:35.023	37.297624204	-3.682774596	0.8	1	-0.55862	-0.146501	0.030679	0.022233	0.905889	0.905889	0	0	1213	4816	52	4	22	19	26.1	25.5	-0.1	4	1455	0.1135	-2.711488	0.332594
351.273	08:54:35.273	37.297624204	-3.682774596	0.8	1	-0.55862	-0.146501	0.030679	0.022233	0.905889	0.905889	0	0	1213	4816	52	4	22	19	26.1	25.5	-0.1	4	1455	0.1135	-2.711488	0.332594
351.523	08:54:35.523	37.297596503	-3.682795219	0.8	1	-0.51353	-0.130529	0.030841	0.022851	0.926152	0.926152	0	0	1213	4816	52	4	23	20	15.2	13.	-7.3	4	1434	0.111462	-2.572441	0.309799
351.773	08:54:35.773	37.297543315	-3.682843254	0.8	1	-0.495422	-0.124639	0.030847	0.022871	0.926811	0.926811	0	0	1213	4816	52	4	23	20	15.2	13.	-7.3	4	1475	0.111462	-2.572441	0.309799
352.023	08:54:36.023	37.297518189	-3.682870557	0.8	1	-0.486045	-0.121885	0.030884	0.023014	0.931475	0.931475	0	0	1213	4816	52	4	23	20	15.2	13.	-7.3	4	1490	0.121399	-2.460828	0.251434
352.273	08:54:36.273	37.297518189	-3.682870557	0.8	1	-0.486045	-0.121885	0.030884	0.023014	0.931475	0.931475	0	0	1213	4816	52	4	23	20	15.2	13.	-7.3	4	1490	0.121399	-2.460828	0.251434
352.523	08:54:36.523	37.297470529	-3.682929136	0.8	1	-0.474867	-0.119829	0.030811	0.022734	0.922327	0.922327	0	0	1213	4816	52	4	24	21	16.8	2.2	-17.2	4	1502	0.155563	-2.384071	0.20745
352.773	08:54:36.773	37.297448085	-3.682960187	0.8	1	-0.461981	-0.1147	0.030784	0.022632	0.918994	0.918994	0	0	1213	4816	52	4	24	21	16.8	2.2	-17.2	4	1479	0.155563	-2.384071	0.20745
353.023	08:54:37.023	37.297426629	-3.682992036	0.8	1	-0.450791	-0.112181	0.030728	0.022421	0.912054	0.912054	0	0	1213	4816	52	4	24	21	16.8	2.2	-17.2	4	1487	0.140072	-2.28267	0.203671
353.273	08:54:37.273	37.297426629	-3.682992036	0.8	1	-0.443197	-0.110023	0.030684	0.022253	0.906534	0.906534	0	0	1213	4816	52	4	24	21	16.8	2.2	-17.2	4	1488	0.140072	-2.28267	0.203671
353.523	08:54:37.523	37.297387392	-3.683059153	0.8	1	-0.436002	-0.107867	0.030648	0.022117	0.902054	0.902054	0	0	1213	4816	52	4	24	21	16.8	2.2	-17.2	4	1477	0.14904	-2.218657	0.197908
353.773	08:54:37.773	37.297368985	-3.683093737	0.8	1	-0.436949	-0.109105	0.03059	0.021901	0.89494	0.89494	0	0	1213	4816	52	4	25	22	28.9	-7.	-28.8	4	1481	0.14904	-2.218657	0.197908
354.023	08:54:38.023	37.297351747	-3.683128671	0.8	1	-0.4319	-0.106906	0.030555	0.02177	0.890593	0.890593	0	0	1213	4816	52	4	25	22	28.9	-7.	-28.8	4	1461	0.171233	-2.126127	0.201904
354.273	08:54:38.273	37.297351747	-3.683128671	0.8	1	-0.410069	-0.101433	0.030431	0.021307	0.875211	0.875211	0	0	1213	4816	52	4	25	22	28.9	-7.	-28.8	4	1461	0.171233	-2.126127	0.201904
354.523	08:54:38.523	37.297320954	-3.683200828	0.8	1	-0.405524	-0.101976	0.030323	0.020909	0.861919	0.861919	0	0	1213	4816	52	4	27	23	43.	-14.	-41.4	4	1474	0.166161	-2.118113	0.17837
354.773	08:54:38.773	37.297306764	-3.683238610	0.8	1	-0.411994	-0.105439	0.030283	0.020762	0.857003	0.857003	0	0	1213	4816	52	4	27	23	43.	-14.	-41.4	4	1491	0.166161	-2.118113	0.17837
355.023	08:54:39.023	37.297293473	-3.683276965	0.8	1	-0.401613	-0.103576	0.030209	0.020495	0.848025	0.848025	0	0	1213	4816	52	4	27	23	43.	-14.	-41.4	4	1504	0.191745	-1.981983	0.22372
355.273	08:54:39.273	37.297293473	-3.683276965	0.8	1	-0.391637	-0.101621	0.030102	0.020105	0.834863	0.834863	0	0	1215	4960	53	4	27	23	43.	-14.	-41.4	4	1504	0.191745	-1.981983	0.22372
355.523	08:54:39.523	37.297270757	-3.683355288	0.8	1	-0.384476	-0.099042	0.030074	0.020006	0.831539	0.831539	0	0	1215	4960	53	4	27	23	43.	-14.	-41.4	4	1488	0.194739	-1.932124	0.210237
355.773	08:54:39.773	37.297261242	-3.683395256	0.8	1	-0.361874	-0.094206	0.029899	0.019381	0.810267	0.810267	0	0	1215	4960	53	4	28	24	57.9	-20.	-55.1	4	1492	0.194739	-1.932124	0.210237
356.023	08:54:40.023	37.297253166	-3.683435688	0.8	1	-0.360697	-0.09624	0.029747	0.018847	0.79194	0.79194	0	0	1215	4960	53	4	28	24	57.9	-20.	-55.1	4	1500	0.179072	-1.852056	0.207191
356.273	08:54:40.273	37.297253166	-3.683435688	0.8	1	-0.357653	-0.09692	0.029679	0.018606	0.78366	0.78366	0	0	1215	4960	53	4	28	24	57.9	-20.	-55.1	4	1500	0.179072	-1.852056	0.207191
356.523	08:54:40.523	37.297239708	-3.683518495	0.8	1	-0.333087	-0.090192	0.029516	0.018045	0.764188	0.764188	0	0	1215	4960	53	4	28	24	57.9	-20.	-55.1	4	1496	0.197087	-1.770496	0.193038
356.773	08:54:40.773	37.297235052	-3.683559861	0.8	1	-0.331899	-0.090486	0.029441	0.017788	0.755231	0.755231	0	0	1215	4960	53	4	29	25	72.5	-23.	-69.6	4	1486	0.197087	-1.770496	0.193038
357.023	08:54:41.023	37.297231749	-3.683601239	0.8	1	-0.312521	-0.086417	0.029275	0.017226	0.735503	0.735503	0	0	1215	4960	53	4	29	25	72.5	-23.	-69.6	4	1484	0.1973	-1.686581	0.187146
357.273	08:54:41.273	37.297229527	-3.683642514	0.8	1	-0.302419	-0.085407	0.029078	0.016568	0.712209	0.712209	0	0	1215	4960	53	4	29	25	72.5	-23.	-69.6	4	1469	0.1973	-1.686581	0.187146
357.523	08:54:41.523	37.297228206	-3.683684023	0.8	1	-0.298958	-0.086618	0.028967	0.016203	0.699183	0.699183	0	0	1215	4960	53	4	29	25	72.5	-23.	-69.6	4	1488	0.07583	-1.643204	0.068624
357.773	08:54:41.773	37.297227507	-3.683726892	0.8	1	-0.324261	-0.099327	0.02882	0.015725	0.682007	0.682007	0	0	1215	4960	53	4	30	26	87.	-24.2	-84.3	4	1536	0.07583	-1.643204	0.068624
358.023	08:54:42.023	37.297227440	-3.683769766	0.8	1	-0.340554	-0.107494	0.028703	0.015345	0.668263	0.668263	0	0	1215	4960	53	4	30	26	87.	-24.2	-84.3	4	1553	0.000949	-1.59016	0.029689
358.273	08:54:42.273	37.297227368	-3.683813430	0.8	1	-0.356004	-0.115786	0.028614	0.015064	0.65804	0.65804	0	0	1215	4960	53	4	30	26	87.	-24.2	-84.3	4	1585	0.000949	-1.59016	0.029689
358.523	08:54:42.523	37.297227651	-3.683858112	0.8	1	-0.377202	-0.126834	0.028495	0.014685	0.644187	0.644187	0	0	1215	4960	53	4	30	26	87.	-24.2	-84.3	4	1618	0.002292	-1.618641	0.060628
358.773	08:54:42.773	37.297228197	-3.683903925	0.8	1	-0.406285	-0.139922	0.02847	0.014607	0.641322	0.641322	0	0	1215	4960	53	4	31	27	101.8	-24.	-99.7	4	1662	0.002292	-1.618641	0.060628
359.023	08:54:43.023	37.297229189	-3.683950645	0.8	1	-0.426642	-0.147858	0.028481	0.014641	0.642595	0.642595	0	0	1215	4960	53	4	31	27	101.8	-24.	-99.7	4	1676	0.014657	-1.548415	0.069323
359.273	08:54:43.273	37.297230355	-3.683998495	0.8	1	-0.462681	-0.162927	0.028469	0.014603	0.641185	0.641185	0	0	1215	4960	53	4	31	27	101.8	-24.	-99.7	4	1706	0.014657	-1.548415	0.069323
359.523	08:54:43.523	37.297232691	-3.684046581	0.8	1	-0.439921	-0.154093	0.028496	0.014689	0.644342	0.644342	0	0	1215	4960	53	4	31	27	101.8	-24.	-99.7	4	1705	-0.026874	-1.421615	0.509667
359.773	08:54:43.773	37.297238003	-3.684094468	0.8	1	-0.391676	-0.138526	0.028439	0.014511	0.637804	0.637804	0	0	1215	4960	53	4	33	28	118.1	-23.5	-116.4	4	1727	-0.026874	-1.421615	0.509667
360.023	08:54:44.023	37.297247285	-3.684141489	0.8	1	-0.325001	-0.114859	0.028358	0.014256	0.628409	0.628409	0	0	1215	4960	53	4	33	28	118.1	-23.5	-116.4	4	1713	-0.015074	-1.309995	0.469604
360.273	08:54:44.273	37.297260091	-3.684187188	0.8	1	-0.291855	-0.104876	0.028248	0.013918	0.615866	0.615866	0	0	1222	5106	54	4	33	28	118.1	-23.5	-116.4	4	1718	-0.015074	-1.309995	0.469604
360.523	08:54:44.523	37.297275156	-3.684231891	0.8	1	-0.24705	-0.092953	0.027992	0.013137	0.586665	0.586665	0	0	1222	5106	54	4	33	28	118.1	-23.5	-116.4	4	1718	-0.018644	-1.110442	0.488023
360.773	08:54:44.773	37.297293115	-3.684275042	0.8	1	-0.187419	-0.074225	0.027826	0.012643	0.567951	0.567951	0	0	1222	5106	54	4	34	29	133.4	-18.5	-132.8	4	1727	-0.018644	-1.110442	0.488023
361.023	08:54:45.023	37.297314240	-3.684316190	0.8	1	-0.135426	-0.059729	0.027567	0.011883	0.538835	0.538835	0	0	1222	5106	54	4	34	29	133.4	-18.5	-132.8	4	1727	-0.006412	-1.016437	0.321269
