Time	UTC	GPS_lat(deg)	GPS_long(deg)	GVF:omega	GVF:omega_d	GVF:t_norm	GVF:n_norm	GVF:error	GVF:phi	DATALINK_REPORT:downlink_ovrn	DATALINK_REPORT:uplink_rate	DATALINK_REPORT:downlink_rate	DATALINK_REPORT:downlink_nb_msgs	DATALINK_REPORT:uplink_nb_msgs	DATALINK_REPORT:uplink_lost_time	ENERGY:voltage	ENERGY:throttle	PPRZ_MODE:ap_mode	NAVIGATION:oval_count	NAVIGATION:circle_count	NAVIGATION:kill_auto_throttle	NAVIGATION:stage_time	NAVIGATION:block_time	NAVIGATION:flight_time	NAVIGATION:dist_home	NAVIGATION:dist_wp	NAVIGATION:pos_y	NAVIGATION:pos_x	NAVIGATION:cur_stage	NAVIGATION:cur_block	GPS:utm_north	GPS:utm_east	GPS:mode
36.163	10:56:46.163	37.296160636	-3.682977092	-0.536628	-0.060492	0.061303	0.324178	6.610128	6.610128	0	0	444	0	7	4	12.6	100	2	0	0	0	16	16	13	144.2	113.6	-143.5	-20.4	3	3	412794587	43946750	3
36.413	10:56:46.413	37.296165767	-3.683025089	-0.5339	-0.061334	0.060563	0.31142	6.427551	6.427551	0	0	444	0	7	4	12.6	100	2	0	0	0	16	16	13	144.2	113.6	-143.5	-20.4	3	3	412794647	43946325	3
36.663	10:56:46.663	37.296175536	-3.683097387	-0.519204	-0.059076	0.060127	0.304052	6.320993	6.320993	0	0	444	0	7	4	12.6	40	2	0	0	0	16	16	13	144.2	113.6	-143.5	-20.4	3	3	412794760	43945685	3
36.913	10:56:46.913	37.296184456	-3.683144855	-0.501394	-0.056171	0.059593	0.295171	6.191412	6.191412	0	0	444	0	7	4	12.6	40	2	0	0	0	16	16	13	144.2	113.6	-143.5	-20.4	3	3	412794862	43945265	3
37.163	10:56:47.163	37.296201002	-3.683214167	-0.470839	-0.05102	0.058714	0.280929	5.980873	5.980873	0	0	444	0	7	4	12.6	40	2	0	0	0	1	1	14	144.7	0.	-139.2	-41.4	2	4	412795050	43944652	3
37.413	10:56:47.413	37.296214264	-3.683258854	-0.449515	-0.047321	0.05811	0.271403	5.838079	5.838079	0	0	444	0	7	4	12.6	40	2	0	0	0	1	1	14	144.7	0.	-139.2	-41.4	2	4	412795200	43944257	3
37.663	10:56:47.663	37.296237149	-3.683323146	-0.41396	-0.041128	0.057183	0.257172	5.621644	5.621644	0	0	444	0	7	4	12.6	38	2	0	0	0	1	1	14	144.7	0.	-139.2	-41.4	2	4	412795458	43943689	3
37.913	10:56:47.913	37.296254219	-3.683364031	-0.374835	-0.034332	0.056179	0.242294	5.391103	5.391103	0	0	444	0	7	4	12.6	38	2	0	0	0	1	1	14	144.7	0.	-139.2	-41.4	2	4	412795650	43943328	3
38.163	10:56:48.163	37.296282548	-3.683422055	-0.345986	-0.029359	0.055471	0.23213	5.230914	5.230914	0	0	444	0	7	4	12.6	38	2	0	0	0	3	3	15	143.1	0.	-130.2	-60.2	2	4	412795968	43942816	3
38.413	10:56:48.413	37.296303070	-3.683458345	-0.31574	-0.024155	0.05478	0.222476	5.076615	5.076615	0	0	444	0	7	4	12.6	38	2	0	0	0	3	3	15	143.1	0.	-130.2	-60.2	2	4	412796198	43942496	3
38.663	10:56:48.663	37.296336128	-3.683509191	-0.26665	-0.015747	0.053678	0.207617	4.834756	4.834756	0	0	444	0	7	4	12.6	38	2	0	0	0	3	3	15	143.1	0.	-130.2	-60.2	2	4	412796568	43942048	3
38.913	10:56:48.913	37.296359473	-3.683540429	-0.21397	-0.006782	0.052611	0.193814	4.604934	4.604934	0	0	444	0	7	4	12.6	38	2	0	0	0	3	3	15	143.1	0.	-130.2	-60.2	2	4	412796829	43941773	3
39.163	10:56:49.163	37.296396273	-3.683583298	-0.178086	-0.000584	0.051791	0.18362	4.43173	4.43173	0	0	444	0	7	4	12.6	38	2	0	0	0	4	4	16	139.5	0.	-118.	-74.8	2	4	412797240	43941396	3
39.413	10:56:49.413	37.296421630	-3.683609478	-0.145199	0.005138	0.051044	0.174616	4.276116	4.276116	0	0	848	0	8	4	12.6	38	2	0	0	0	4	4	16	139.5	0.	-118.	-74.8	2	4	412797523	43941166	3
39.663	10:56:49.663	37.296460543	-3.683645371	-0.101228	0.01301	0.049908	0.161459	4.043913	4.043913	0	0	848	0	8	4	12.6	38	2	0	0	0	4	4	16	139.5	0.	-118.	-74.8	2	4	412797957	43940851	3
39.913	10:56:49.913	37.296486826	-3.683667384	-0.063753	0.020107	0.048727	0.148445	3.808058	3.808058	0	0	848	0	8	4	12.6	37	2	0	0	0	4	4	16	139.5	0.	-118.	-74.8	2	4	412798250	43940658	3
40.163	10:56:50.163	37.296526310	-3.683698092	-0.042709	0.02434	0.047946	0.140197	3.655088	3.655088	0	0	848	0	8	4	12.6	37	2	0	0	0	5	5	17	133.8	0.	-103.8	-85.2	2	4	412798690	43940389	3
40.413	10:56:50.413	37.296552609	-3.683717285	-0.025206	0.027994	0.047232	0.132907	3.517423	3.517423	0	0	848	0	8	4	12.6	37	2	0	0	0	5	5	17	133.8	0.	-103.8	-85.2	2	4	412798983	43940221	3
40.663	10:56:50.663	37.296591843	-3.683744380	-0.001633	0.033377	0.046076	0.121611	3.299164	3.299164	0	0	848	0	8	4	12.6	37	2	0	0	0	5	5	17	133.8	0.	-103.8	-85.2	2	4	412799420	43939984	3
40.913	10:56:50.913	37.296617612	-3.683761876	0.016536	0.037966	0.044989	0.111525	3.098662	3.098662	0	0	848	0	8	4	12.6	36	2	0	0	0	5	5	17	133.8	0.	-103.8	-85.2	2	4	412799707	43939831	3
41.163	10:56:51.163	37.296655865	-3.683787044	0.026858	0.040796	0.044289	0.105305	2.97209	2.97209	0	0	848	0	8	4	12.6	36	2	0	0	0	6	6	18	128.5	0.	-89.	-93.2	2	4	412800133	43939611	3
41.413	10:56:51.413	37.296680919	-3.683803406	0.036948	0.043797	0.04353	0.098795	2.83702	2.83702	0	0	848	0	8	4	12.6	36	2	0	0	0	6	6	18	128.5	0.	-89.	-93.2	2	4	412800412	43939468	3
41.663	10:56:51.663	37.296718006	-3.683827548	0.047646	0.047371	0.042518	0.090506	2.660803	2.660803	0	0	848	0	8	4	12.6	36	2	0	0	0	6	6	18	128.5	0.	-89.	-93.2	2	4	412800825	43939257	3
41.913	10:56:51.913	37.296742252	-3.683843450	0.056531	0.050709	0.041513	0.082683	2.489691	2.489691	0	0	848	0	8	4	12.6	36	2	0	0	0	6	6	18	128.5	0.	-89.	-93.2	2	4	412801095	43939118	3
42.163	10:56:52.163	37.296777900	-3.683867128	0.062513	0.053029	0.040825	0.07757	2.375058	2.375058	0	0	848	0	8	4	12.6	36	2	0	0	0	7	7	19	124.8	0.	-75.2	-100.2	2	4	412801492	43938911	3
42.413	10:56:52.413	37.296801245	-3.683882797	0.066402	0.054828	0.040202	0.073095	2.272761	2.272761	0	0	848	0	8	4	12.6	36	2	0	0	0	7	7	19	124.8	0.	-75.2	-100.2	2	4	412801752	43938774	3
42.663	10:56:52.663	37.296835451	-3.683906462	0.0735	0.057855	0.03921	0.066289	2.113275	2.113275	0	0	848	0	8	4	12.6	36	2	0	0	0	7	7	19	124.8	0.	-75.2	-100.2	2	4	412802133	43938567	3
42.913	10:56:52.913	37.296857804	-3.683922235	0.075006	0.058969	0.038655	0.062647	2.025822	2.025822	0	0	848	0	8	4	12.6	36	2	0	0	0	7	7	19	124.8	0.	-75.2	-100.2	2	4	412802382	43938429	3
43.163	10:56:53.163	37.296890567	-3.683946112	0.079541	0.061118	0.037737	0.056868	1.883724	1.883724	0	0	848	0	8	4	12.6	37	2	0	0	0	9	9	20	123.3	0.	-62.8	-107.1	2	4	412802747	43938220	3
43.413	10:56:53.413	37.296911927	-3.683962102	0.082164	0.062479	0.036887	0.051801	1.755389	1.755389	0	0	848	0	8	4	12.6	37	2	0	0	0	9	9	20	123.3	0.	-62.8	-107.1	2	4	412802985	43938080	3
43.663	10:56:53.663	37.296943335	-3.683986419	0.082806	0.062958	0.036346	0.048709	1.675156	1.675156	0	0	848	0	8	4	12.6	37	2	0	0	0	9	9	20	123.3	0.	-62.8	-107.1	2	4	412803335	43937867	3
43.913	10:56:53.913	37.296963702	-3.684002737	0.083269	0.063205	0.03581	0.045743	1.596724	1.596724	0	0	848	0	8	4	12.6	37	2	0	0	0	9	9	20	123.3	0.	-62.8	-107.1	2	4	412803562	43937724	3
44.163	10:56:54.163	37.296993755	-3.684027493	0.085476	0.06354	0.034982	0.041363	1.478014	1.478014	0	0	848	0	8	4	12.6	37	2	0	0	0	10	10	21	124.1	0.	-51.2	-114.2	2	4	412803897	43937507	3
44.413	10:56:54.413	37.297013218	-3.684044255	0.084415	0.062561	0.034226	0.037572	1.372183	1.372183	0	0	1073	0	9	4	12.6	37	2	0	0	0	10	10	21	124.1	0.	-51.2	-114.2	2	4	412804114	43937360	3
44.663	10:56:54.663	37.297041826	-3.684069562	0.084265	0.061692	0.033709	0.035085	1.30103	1.30103	0	0	1073	0	9	4	12.6	37	2	0	0	0	10	10	21	124.1	0.	-51.2	-114.2	2	4	412804433	43937138	3
44.913	10:56:54.913	37.297060567	-3.684086543	0.081991	0.060071	0.033259	0.032991	1.239934	1.239934	0	0	1073	0	9	4	12.6	37	2	0	0	0	10	10	21	124.1	0.	-51.2	-114.2	2	4	412804642	43936989	3
45.163	10:56:55.163	37.297087819	-3.684112402	0.077787	0.056916	0.032594	0.030021	1.151321	1.151321	0	0	1073	0	9	4	12.6	37	2	0	0	0	11	11	22	127.1	0.	-40.8	-121.6	2	4	412804946	43936762	3
45.413	10:56:55.413	37.297105746	-3.684129827	0.073338	0.053057	0.031943	0.027246	1.066216	1.066216	0	0	1073	0	9	4	12.6	38	2	0	0	0	11	11	22	127.1	0.	-40.8	-121.6	2	4	412805146	43936609	3
45.663	10:56:55.663	37.297131824	-3.684156126	0.069943	0.050018	0.031518	0.025508	1.01165	1.01165	0	0	1073	0	9	4	12.6	38	2	0	0	0	11	11	22	127.1	0.	-40.8	-121.6	2	4	412805437	43936378	3
45.913	10:56:55.913	37.297148938	-3.684173883	0.065061	0.04657	0.031158	0.024078	0.965966	0.965966	0	0	1073	0	9	4	12.6	38	2	0	0	0	11	11	22	127.1	0.	-40.8	-121.6	2	4	412805628	43936222	3
46.163	10:56:56.163	37.297173932	-3.684200624	0.05896	0.040749	0.030546	0.021736	0.88946	0.88946	0	0	1073	0	9	4	12.6	38	2	0	0	0	12	12	23	131.7	0.	-30.8	-129.4	2	4	412805907	43935987	3
46.413	10:56:56.413	37.297190323	-3.684218599	0.049787	0.034423	0.03007	0.019989	0.830959	0.830959	0	0	1073	0	9	4	12.6	38	2	0	0	0	12	12	23	131.7	0.	-30.8	-129.4	2	4	412806090	43935829	3
46.663	10:56:56.663	37.297214504	-3.684245671	0.045228	0.029762	0.029685	0.018628	0.784418	0.784418	0	0	1073	0	9	4	12.6	38	2	0	0	0	12	12	23	131.7	0.	-30.8	-129.4	2	4	412806360	43935591	3
46.913	10:56:56.913	37.297230354	-3.684263754	0.037186	0.025056	0.029426	0.017737	0.753449	0.753449	0	0	1073	0	9	4	12.6	38	2	0	0	0	12	12	23	131.7	0.	-30.8	-129.4	2	4	412806537	43935432	3
47.163	10:56:57.163	37.297253633	-3.684290931	0.027111	0.017795	0.028995	0.016292	0.702387	0.702387	0	0	1073	0	9	4	12.6	38	2	0	0	0	13	13	24	137.7	0.	-21.8	-137.3	2	4	412806797	43935193	3
47.413	10:56:57.413	37.297269031	-3.684309123	0.020264	0.010579	0.028521	0.014768	0.647236	0.647236	0	0	1073	0	9	4	12.6	38	2	0	0	0	13	13	24	137.7	0.	-21.8	-137.3	2	4	412806969	43935033	3
47.663	10:56:57.663	37.297291859	-3.684336296	0.014626	0.00563	0.02824	0.013891	0.614887	0.614887	0	0	1073	0	9	4	12.6	39	2	0	0	0	13	13	24	137.7	0.	-21.8	-137.3	2	4	412807224	43934794	3
47.913	10:56:57.913	37.297306808	-3.684354371	0.010219	0.000908	0.02796	0.013041	0.583042	0.583042	0	0	1073	0	9	4	12.6	39	2	0	0	0	13	13	24	137.7	0.	-21.8	-137.3	2	4	412807391	43934635	3
48.163	10:56:58.163	37.297329096	-3.684381426	0.002122	-0.006105	0.027596	0.011968	0.542098	0.542098	0	0	1073	0	9	4	12.6	39	2	0	0	0	15	15	25	144.5	0.	-13.5	-145.2	2	4	412807640	43934397	3
48.413	10:56:58.413	37.297344045	-3.684399389	-0.005692	-0.01298	0.027251	0.010983	0.503788	0.503788	0	0	1073	0	9	4	12.6	39	2	0	0	0	15	15	25	144.5	0.	-13.5	-145.2	2	4	412807807	43934239	3
48.663	10:56:58.663	37.297366155	-3.684425991	-0.009784	-0.01746	0.027013	0.010321	0.477596	0.477596	0	0	1073	0	9	4	12.6	40	2	0	0	0	15	15	25	144.5	0.	-13.5	-145.2	2	4	412808054	43934005	3
48.913	10:56:58.913	37.297380836	-3.684443612	-0.01754	-0.023329	0.026754	0.00962	0.449481	0.449481	0	0	1073	0	9	4	12.6	40	2	0	0	0	15	15	25	144.5	0.	-13.5	-145.2	2	4	412808218	43933850	3
49.163	10:56:59.163	37.297402947	-3.684469989	-0.021272	-0.02746	0.026541	0.009056	0.426512	0.426512	0	0	1073	0	9	4	12.6	40	2	0	0	0	16	16	26	151.8	0.	-5.2	-153.	2	4	412808465	43933618	3
49.413	10:56:59.413	37.297417720	-3.684487273	-0.024376	-0.031372	0.026336	0.008523	0.404511	0.404511	0	0	1073	0	9	4	12.6	40	2	0	0	0	16	16	26	151.8	0.	-5.2	-153.	2	4	412808630	43933466	3
49.663	10:56:59.663	37.297439836	-3.684512860	-0.03112	-0.036481	0.026119	0.00797	0.381449	0.381449	0	0	1096	0	10	4	12.6	40	2	0	0	0	16	16	26	151.8	0.	-5.2	-153.	2	4	412808877	43933241	3
49.913	10:56:59.913	37.297454702	-3.684529693	-0.03578	-0.041512	0.025871	0.007355	0.355349	0.355349	0	0	1096	0	10	4	12.6	41	2	0	0	0	16	16	26	151.8	0.	-5.2	-153.	2	4	412809043	43933093	3
50.163	10:57:0.163	37.297477092	-3.684554605	-0.03874	-0.044122	0.025752	0.007065	0.342934	0.342934	0	0	1096	0	10	4	12.6	41	2	0	0	0	17	17	27	159.2	0.	3.2	-160.5	2	4	412809293	43932874	3
50.413	10:57:0.413	37.297492141	-3.684570989	-0.04079	-0.048009	0.025537	0.006549	0.320567	0.320567	0	0	1096	0	10	4	12.6	41	2	0	0	0	17	17	27	159.2	0.	3.2	-160.5	2	4	412809461	43932730	3
50.663	10:57:0.663	37.297514897	-3.684595002	-0.04361	-0.051997	0.025329	0.006061	0.299117	0.299117	0	0	1096	0	10	4	12.6	41	2	0	0	0	17	17	27	159.2	0.	3.2	-160.5	2	4	412809715	43932519	3
50.913	10:57:0.913	37.297530129	-3.684610823	-0.046769	-0.055764	0.02514	0.005628	0.279812	0.279812	0	0	1096	0	10	4	12.6	42	2	0	0	0	17	17	27	159.2	0.	3.2	-160.5	2	4	412809885	43932380	3
51.163	10:57:1.163	37.297553340	-3.684634051	-0.048514	-0.058237	0.025011	0.005338	0.266761	0.266761	0	0	1096	0	10	4	12.6	42	2	0	0	0	18	18	28	166.7	0.	11.5	-167.6	2	4	412810144	43932176	3
51.413	10:57:1.413	37.297568937	-3.684649086	-0.05074	-0.060064	0.024931	0.00516	0.258693	0.258693	0	0	1096	0	10	4	12.6	42	2	0	0	0	18	18	28	166.7	0.	11.5	-167.6	2	4	412810318	43932044	3
51.663	10:57:1.663	37.297592516	-3.684671188	-0.051844	-0.064106	0.024692	0.004634	0.234603	0.234603	0	0	1096	0	10	4	12.6	42	2	0	0	0	18	18	28	166.7	0.	11.5	-167.6	2	4	412810581	43931850	3
51.913	10:57:1.913	37.297608387	-3.684685549	-0.053839	-0.066835	0.024549	0.004329	0.2204	0.2204	0	0	1096	0	10	4	12.6	43	2	0	0	0	18	18	28	166.7	0.	11.5	-167.6	2	4	412810758	43931724	3
52.163	10:57:2.163	37.297632513	-3.684706528	-0.054565	-0.069267	0.024407	0.004028	0.206317	0.206317	0	0	1096	0	10	4	12.6	43	2	0	0	0	19	19	29	173.9	0.	20.5	-174.	2	4	412811027	43931540	3
52.413	10:57:2.413	37.297648839	-3.684720102	-0.056519	-0.070453	0.024363	0.003937	0.201989	0.201989	0	0	1096	0	10	4	12.6	43	2	0	0	0	19	19	29	173.9	0.	20.5	-174.	2	4	412811209	43931421	3
52.663	10:57:2.663	37.297673423	-3.684739845	-0.057044	-0.073589	0.024171	0.00354	0.183094	0.183094	0	0	1096	0	10	4	12.6	43	2	0	0	0	19	19	29	173.9	0.	20.5	-174.	2	4	412811483	43931248	3
52.913	10:57:2.913	37.297690025	-3.684752632	-0.05902	-0.07625	0.024035	0.003266	0.169852	0.169852	0	0	1096	0	10	4	12.6	43	2	0	0	0	19	19	29	173.9	0.	20.5	-174.	2	4	412811668	43931136	3
53.163	10:57:3.163	37.297715336	-3.684771140	-0.059509	-0.07685	0.024003	0.0032	0.16667	0.16667	0	0	1096	0	10	4	12.6	44	2	0	0	0	21	21	30	181.	0.	29.5	-179.7	2	4	412811950	43930974	3
53.413	10:57:3.413	37.297732214	-3.684783027	-0.06025	-0.078708	0.023897	0.00299	0.15641	0.15641	0	0	1096	0	10	4	12.6	44	2	0	0	0	21	21	30	181.	0.	29.5	-179.7	2	4	412812138	43930870	3
53.663	10:57:3.663	37.297758074	-3.684800186	-0.062419	-0.08147	0.023759	0.002719	0.143062	0.143062	0	0	1096	0	10	4	12.6	44	2	0	0	0	21	21	30	181.	0.	29.5	-179.7	2	4	412812426	43930720	3
53.913	10:57:3.913	37.297775318	-3.684811061	-0.063294	-0.083121	0.023664	0.002536	0.133952	0.133952	0	0	1096	0	10	4	12.6	44	2	0	0	0	21	21	30	181.	0.	29.5	-179.7	2	4	412812618	43930625	3
54.163	10:57:4.163	37.297801637	-3.684826870	-0.063842	-0.084688	0.023575	0.002366	0.125428	0.125428	0	0	1096	0	10	4	12.6	45	2	0	0	0	22	22	31	187.7	0.	39.	-184.7	2	4	412812911	43930487	3
54.413	10:57:4.413	37.297819336	-3.684836847	-0.065829	-0.086912	0.023466	0.00216	0.115045	0.115045	0	0	1096	0	10	4	12.6	45	2	0	0	0	22	22	31	187.7	0.	39.	-184.7	2	4	412813108	43930400	3
54.663	10:57:4.663	37.297846025	-3.684851079	-0.066555	-0.088257	0.023391	0.002021	0.107989	0.107989	0	0	1076	0	11	4	12.6	45	2	0	0	0	22	22	31	187.7	0.	39.	-184.7	2	4	412813405	43930276	3
54.913	10:57:4.913	37.297864000	-3.684860043	-0.067184	-0.089585	0.023317	0.001884	0.100994	0.100994	0	0	1076	0	11	4	12.6	45	2	0	0	0	22	22	31	187.7	0.	39.	-184.7	2	4	412813605	43930198	3
55.163	10:57:5.163	37.297891329	-3.684872702	-0.069479	-0.091988	0.023201	0.001672	0.090071	0.090071	0	0	1076	0	11	4	12.6	45	2	0	0	0	23	23	32	194.	0.	49.2	-188.8	2	4	412813909	43930088	3
55.413	10:57:5.413	37.297909671	-3.684880654	-0.069426	-0.092869	0.023145	0.00157	0.084785	0.084785	0	0	1076	0	11	4	12.6	46	2	0	0	0	23	23	32	194.	0.	49.2	-188.8	2	4	412814113	43930019	3
55.663	10:57:5.663	37.297937189	-3.684891735	-0.070949	-0.094619	0.023059	0.001415	0.076719	0.076719	0	0	1076	0	11	4	12.6	46	2	0	0	0	23	23	32	194.	0.	49.2	-188.8	2	4	412814419	43929923	3
55.913	10:57:5.913	37.297955808	-3.684898673	-0.071688	-0.095483	0.023016	0.00134	0.072754	0.072754	0	0	1076	0	11	4	12.6	46	2	0	0	0	23	23	32	194.	0.	49.2	-188.8	2	4	412814626	43929863	3
56.163	10:57:6.163	37.297983967	-3.684908068	-0.072472	-0.097277	0.022917	0.001165	0.063548	0.063548	0	0	1076	0	11	4	12.6	46	2	0	0	0	24	24	33	199.9	0.	59.5	-191.9	2	4	412814939	43929782	3
56.413	10:57:6.413	37.298002863	-3.684913768	-0.074098	-0.099052	0.022833	0.001018	0.055738	0.055738	0	0	1076	0	11	4	12.6	47	2	0	0	0	24	24	33	199.9	0.	59.5	-191.9	2	4	412815149	43929733	3
56.663	10:57:6.663	37.298031212	-3.684921359	-0.072942	-0.099062	0.022812	0.000981	0.053771	0.053771	0	0	1076	0	11	4	12.6	47	2	0	0	0	24	24	33	199.9	0.	59.5	-191.9	2	4	412815464	43929668	3
56.913	10:57:6.913	37.298050296	-3.684925819	-0.073662	-0.100225	0.022753	0.000879	0.048295	0.048295	0	0	1076	0	11	4	12.6	47	2	0	0	0	24	24	33	199.9	0.	59.5	-191.9	2	4	412815676	43929630	3
57.163	10:57:7.163	37.298079016	-3.684931721	-0.074577	-0.101609	0.022681	0.000757	0.04173	0.04173	0	0	1076	0	11	4	12.6	47	2	0	0	0	25	25	34	205.3	0.	70.	-194.	2	4	412815995	43929580	3
57.413	10:57:7.413	37.298098286	-3.684934942	-0.075869	-0.102993	0.022616	0.000647	0.03575	0.03575	0	0	1076	0	11	4	12.6	48	2	0	0	0	25	25	34	205.3	0.	70.	-194.	2	4	412816209	43929553	3
57.663	10:57:7.663	37.298127288	-3.684938929	-0.077529	-0.104133	0.022572	0.000574	0.03177	0.03177	0	0	1076	0	11	4	12.6	48	2	0	0	0	25	25	34	205.3	0.	70.	-194.	2	4	412816531	43929520	3
57.913	10:57:7.913	37.298146746	-3.684940910	-0.074755	-0.103939	0.022545	0.000527	0.029236	0.029236	0	0	1076	0	11	4	12.6	48	2	0	0	0	25	25	34	205.3	0.	70.	-194.	2	4	412816747	43929504	3
58.163	10:57:8.163	37.298175848	-3.684943092	-0.075709	-0.105217	0.022482	0.000424	0.023558	0.023558	0	0	1076	0	11	4	12.6	48	2	0	0	0	27	27	35	210.4	0.	80.5	-195.1	2	4	412817070	43929487	3
58.413	10:57:8.413	37.298195314	-3.684943720	-0.078847	-0.107222	0.022414	0.00031	0.017299	0.017299	0	0	1076	0	11	4	12.6	48	2	0	0	0	27	27	35	210.4	0.	80.5	-195.1	2	4	412817286	43929483	3
58.663	10:57:8.663	37.298224608	-3.684943873	-0.07923	-0.107836	0.022385	0.000263	0.014682	0.014682	0	0	1076	0	11	4	12.6	48	2	0	0	0	27	27	35	210.4	0.	80.5	-195.1	2	4	412817611	43929484	3
58.913	10:57:8.913	37.298244172	-3.684943261	-0.08011	-0.108631	0.02235	0.000206	0.011521	0.011521	0	0	1076	0	11	4	12.6	48	2	0	0	0	27	27	35	210.4	0.	80.5	-195.1	2	4	412817828	43929491	3
59.163	10:57:9.163	37.298273387	-3.684941382	-0.081836	-0.11007	0.022292	0.000112	0.006298	0.006298	0	0	1076	0	11	4	12.6	48	2	0	0	0	28	28	36	214.6	0.	91.5	-195.	2	4	412818152	43929510	3
59.413	10:57:9.413	37.298293048	-3.684939529	-0.083481	-0.110989	0.022268	7.3e-05	0.00411	0.00411	0	0	1076	0	11	4	12.6	48	2	0	0	0	28	28	36	214.6	0.	91.5	-195.	2	4	412818370	43929528	3
59.663	10:57:9.663	37.298322365	-3.684935733	-0.08542	-0.112197	0.022228	1e-05	0.000548	0.000548	0	0	1090	0	12	4	12.6	49	2	0	0	0	28	28	36	214.6	0.	91.5	-195.	2	4	412818695	43929564	3
59.913	10:57:9.913	37.298341853	-3.684932525	-0.084789	-0.113014	0.022173	-7.9e-05	-0.00443	-0.00443	0	0	1090	0	12	4	12.6	49	2	0	0	0	28	28	36	214.6	0.	91.5	-195.	2	4	412818911	43929594	3
60.163	10:57:10.163	37.298370912	-3.684926583	-0.086807	-0.11385	0.022156	-0.000106	-0.005979	-0.005979	0	0	1090	0	12	4	12.6	49	2	0	0	0	29	29	37	218.4	0.	102.2	-193.7	2	4	412819233	43929649	3
60.413	10:57:10.413	37.298390318	-3.684922133	-0.088989	-0.114782	0.022137	-0.000135	-0.007615	-0.007615	0	0	1090	0	12	4	12.6	49	2	0	0	0	29	29	37	218.4	0.	102.2	-193.7	2	4	412819448	43929690	3
60.663	10:57:10.663	37.298419207	-3.684914384	-0.091684	-0.116065	0.022105	-0.000187	-0.010563	-0.010563	0	0	1090	0	12	4	12.6	49	2	0	0	0	29	29	37	218.4	0.	102.2	-193.7	2	4	412819768	43929761	3
60.913	10:57:10.913	37.298438440	-3.684908465	-0.09396	-0.11727	0.022072	-0.000238	-0.013461	-0.013461	0	0	1090	0	12	4	12.6	50	2	0	0	0	29	29	37	218.4	0.	102.2	-193.7	2	4	412819981	43929815	3
61.163	10:57:11.163	37.298467161	-3.684898684	-0.094154	-0.117785	0.02205	-0.000273	-0.01545	-0.01545	0	0	1090	0	12	4	12.6	50	2	0	0	0	30	30	38	221.7	0.	113.	-191.3	2	4	412820299	43929904	3
61.413	10:57:11.413	37.298486042	-3.684891408	-0.093907	-0.118123	0.022025	-0.000312	-0.017689	-0.017689	0	0	1090	0	12	4	12.6	50	2	0	0	0	30	30	38	221.7	0.	113.	-191.3	2	4	412820508	43929970	3
61.663	10:57:11.663	37.298514233	-3.684879591	-0.097787	-0.119419	0.022011	-0.000333	-0.01891	-0.01891	0	0	1090	0	12	4	12.6	50	2	0	0	0	30	30	38	221.7	0.	113.	-191.3	2	4	412820820	43930077	3
61.913	10:57:11.913	37.298532942	-3.684870960	-0.097995	-0.120162	0.021972	-0.000393	-0.022386	-0.022386	0	0	1090	0	12	4	12.6	51	2	0	0	0	30	30	38	221.7	0.	113.	-191.3	2	4	412821027	43930155	3
62.163	10:57:12.163	37.298560514	-3.684857106	-0.101282	-0.12094	0.021978	-0.000384	-0.02186	-0.02186	0	0	1090	0	12	4	12.6	51	2	0	0	0	31	31	39	224.1	0.	123.5	-187.6	2	4	412821332	43930280	3
62.413	10:57:12.413	37.298578869	-3.684847231	-0.099175	-0.121034	0.021944	-0.000437	-0.024885	-0.024885	0	0	1090	0	12	4	12.6	51	2	0	0	0	31	31	39	224.1	0.	123.5	-187.6	2	4	412821535	43930369	3
62.663	10:57:12.663	37.298605912	-3.684831341	-0.10097	-0.121872	0.021924	-0.000467	-0.026632	-0.026632	0	0	1090	0	12	4	12.6	51	2	0	0	0	31	31	39	224.1	0.	123.5	-187.6	2	4	412821834	43930512	3
62.913	10:57:12.913	37.298623735	-3.684820107	-0.106066	-0.122807	0.02195	-0.000427	-0.024328	-0.024328	0	0	1090	0	12	4	12.6	52	2	0	0	0	31	31	39	224.1	0.	123.5	-187.6	2	4	412822031	43930613	3
63.163	10:57:13.163	37.298650068	-3.684802293	-0.104132	-0.12291	0.021917	-0.000478	-0.027274	-0.027274	0	0	1090	0	12	4	12.6	52	2	0	0	0	33	33	40	226.1	0.	133.5	-182.8	2	4	412822322	43930773	3
63.413	10:57:13.413	37.298667267	-3.684789699	-0.105768	-0.12339	0.021914	-0.000484	-0.027583	-0.027583	0	0	1090	0	12	4	12.6	52	2	0	0	0	33	33	40	226.1	0.	133.5	-182.8	2	4	412822512	43930886	3
63.663	10:57:13.663	37.298692710	-3.684769846	-0.10263	-0.123443	0.021867	-0.000555	-0.031753	-0.031753	0	0	1090	0	12	4	12.6	52	2	0	0	0	33	33	40	226.1	0.	133.5	-182.8	2	4	412822793	43931064	3
63.913	10:57:13.913	37.298709286	-3.684756005	-0.104573	-0.123767	0.021878	-0.000538	-0.030713	-0.030713	0	0	1090	0	12	4	12.6	52	2	0	0	0	33	33	40	226.1	0.	133.5	-182.8	2	4	412822976	43931188	3
64.163	10:57:14.163	37.298733839	-3.684734226	-0.103203	-0.124192	0.021833	-0.000606	-0.034679	-0.034679	0	0	1090	0	12	4	12.6	52	2	0	0	0	34	34	41	227.	0.	142.8	-176.8	2	4	412823247	43931383	3
